feature,importance_score
Amlexanox,1.7554603673897466
4-Hexyloxyaniline,1.755230251679385
RPK,1.7544969064260427
N-[5-(tert-butyl)-3-isoxazolyl]-N'-[2-(trifluoromethoxy)phenyl]urea,1.7538788167980255
PD 0200347,1.7534463548312804
12-Hydroxydodecanoic acid,1.7529220063708046
"4,5-diphenyl-2,3-dihydro-1H-pyrazolo[3,4-c]pyridazin-3-one",1.752038747407891
Ocfentanil-d5,1.7514324481112349
"3-(3,4-dihydroxyphenyl)propanoic acid",1.75092879280991
"4-(allyloxy)-1,2-dihydroquinolin-2-one",1.7506564611756252
LPC 16:0,1.7494111417879938
2-(3-methylbenzoyl)benzoic acid,1.7485502688748698
Verapamil hydrochloride,1.7479728313617655
2-{2-oxo-2-[(2-oxo-3-azepanyl)amino]ethoxy}acetic acid,1.7473587721341095
"9-(3-O-Methylpentofuranosyl)-1,9-dihydro-6H-purin-6-one",1.7461087572876854
"2-(1,3-dimethyl-1H-pyrazol-5-yl)-1H-isoindole-1,3(2H)-dione",1.7458162262932575
Diacetoxyscirpenol,1.745335022846449
1-(3-methoxy-2-nitrostyryl)pyrrolidine,1.7436458582842913
D-Proline,1.741594779517393
N'-[4-(tert-butyl)phenyl]-N-cyclohexyl-N-methylurea,1.7393427724059998
1-(3-phenylpropanoyl)-4-piperidinecarboxylic acid,1.7386970253569227
Lysopc 16:2 (2N Isomer),1.7368934824841584
Hematoxylin,1.7342227064175002
Dihydrokawain,1.734190800291718
Testosterone undecanoate,1.7335262849715551
"4-(4-hydroxy-3,5-dimethylphenyl)-2-methylphthalazin-1(2H)-one",1.7324678022131734
delta-Tocopherol,1.730765083918887
"(4E)-1,7-bis(3,4-dihydroxyphenyl)hept-4-en-3-one",1.7302784212351738
Deoxylimonin,1.728325415997392
N-Benzylformamide,1.727891460977585
Pleuromutilin,1.7273118563442489
TNH,1.7272246933142457
PC (9:0/9:0),1.7267914550692194
4-Methoxycinnamic acid,1.7267756310130307
"4-(methoxymethyl)-1,3-dimethyl-1H-pyrazolo[3,4-b]pyridin-6-ol",1.7266387244093422
"4,7,8-trimethoxyfuro[2,3-b]quinoline",1.72463348531921
Butyryl fentanyl-d5,1.7239146066954167
2-Pyridylacetic acid,1.7238290909435268
Asp-Phe methyl ester,1.7226389760980299
"8-(2,3-dihydroxy-3-methylbutyl)-7-methoxy-2H-chromen-2-one",1.7205213644629755
"2-(2'-fluoro[1,1'-biphenyl]-4-yl)-5-methoxy-3-methyl-1H-indole",1.7196437814420436
L-Tryptophan,1.7195421726332774
"1-(2,4-dihydroxyphenyl)-2-(3,5-dimethoxyphenyl)propan-1-one",1.7189967788741536
Ethyl oleate,1.7169071840539845
15-Keto prostaglandin A1,1.714710281491843
L-5-Hydroxytryptophan,1.7138316304438435
"8,15-Dihete",1.7127621459617433
SPH,1.7088113796620363
Thymine,1.7072489214198583
1-morpholino-3-(4-nitrophenoxy)propan-2-ol,1.7039819435207546
Prolylglycine,1.7038798198451928
N-(2-morpholinophenyl)-2-furamide,1.703766789268612
Gatifloxacin,1.7035264582469711
N8-Acetylspermidine,1.7026884966484868
"(3S,9aS)-3-benzyl-octahydro-1H-pyrido[1,2-a]pyrazin-1-one",1.6983508767008682
3-Indoleacrylic acid,1.6982412471951693
2'-Deoxyinosine 5'-monophosphate,1.6975542403154262
Tryptamine,1.697288626445951
8-Iso-15-keto-prostaglandin-F2β,1.696471765656796
Trifolin,1.696048687040973
Thromboxane B1,1.6946256422323576
"(5ξ)-12,13-Dihydroxypodocarpa-8,11,13-trien-7-one",1.6945955324483546
Nicotinamide adenine dinucleotide (NAD+),1.6943187942788047
"5(S),15(S)-DiHETE",1.6933744129602704
cyclohexyl{4-[4-nitro-2-(1H-pyrrol-1-yl)phenyl]piperazino}methanone,1.6932828251585632
5-S-cysteinyldopaquinone,1.6924164584838284
2-[(3S)-1-Benzyl-3-pyrrolidinyl]-5-(trifluoromethyl)-1H-benzimidazole,1.6895845833083187
Prostaglandin B2,1.6892003830955375
Dulcitol,1.6881909067664087
L-Histidinol,1.6875185655895006
α-Zearalanol,1.6871649014434658
octadec-9-ynoic acid,1.6848176109126243
trans-4-Hydroxy-L-proline,1.6842659509771174
1-(1-adamantyl)-2-[(2-chloro-4-fluorophenyl)thio]ethan-1-one,1.6840346974956029
D-(+)-Proline,1.683109709695465
"4-methyl-3-(methylthio)-5-undecyl-4H-1,2,4-triazole",1.6802607729630739
4-Hydroxyalprazolam,1.6792274335854933
"4-(2-methoxyphenyl)-1-(3-phenyl-1,2,4-thiadiazol-5-yl)piperidine",1.6788440580998287
Phellamurin,1.6786297838144635
Estriol,1.6783581093434594
L-Pyroglutamic acid,1.6758673546724467
"2-(3,4-dihydroxyphenyl)acetamide",1.6756639957792299
methyl 2-[(2-acetyl-3-oxo-1-butenyl)amino]acetate,1.6753144857726976
Estrone,1.6749921282148759
Estradiol,1.6702222296884752
DPH,1.665107366366131
T-2 Triol,1.664230964739502
"(5ξ,9ξ,16ξ)-17-Hydroxykauran-19-oic acid",1.6620184769775685
5-amino-2-(dimethylamino)benzoic acid,1.661452530453189
16α-Hydroxyestrone,1.6604015576580449
"2,6-Dimethyl-γ-pyrone",1.6599426531987946
α-Ethylaminohexanophenone,1.658911346067323
"2-(5-methyl-2-phenyl-1,3-oxazol-4-yl)acetic acid",1.6586380075925082
"4-hydroxy-5,8-dimethylquinoline-3-carboxylic acid",1.6500780006809617
N6-(2-furylmethyl)-9H-purin-6-amine,1.6486174455533151
beta-Estradiol 17-Acetate,1.6485201455473208
2-chloro-6-[(2-oxoazepan-3-yl)amino]benzonitrile,1.647065933224683
Meperidine-d5,1.6441198003749196
Isoproterenol,1.6438117981136093
Anthranilic acid,1.6382038223418207
Aflatoxin G2,1.6346482001341733
5-oxo-1-[4-(trifluoromethyl)benzyl]pyrrolidine-3-carboxylic acid,1.631432042757061
Urocanic acid,1.6313782922444053
3-(4-acetylanilino)-1-(4-fluorophenyl)prop-2-en-1-one,1.6308090090593192
VQH,1.6303342528596445
"5-morpholino-2,4(1H,3H)-pyrimidinedione",1.6277114921135178
2'-Deoxyguanosine,1.6230636415267443
TQH,1.6187705026769192
Coumarin,1.6143598751404429
N-Acetyl-DL-phenylalanine,1.6087486127684396
"1-(4-methyl-2-morpholino-1,3-thiazol-5-yl)ethan-1-one",1.601491976580304
N-Ethylglycine,1.601002668562998
SNK,1.5992024837334626
Nitrazepam-d5,1.5964816505120882
"2,6-Xylidine",1.590792861755988
Methionine sulfoxide,1.5830984461202913
DL-2-(acetylamino)-3-phenylpropanoic acid,1.5783636271713681
"2-Amino-1,3,4-octadecanetriol",1.5700713607855228
Cotinine,1.5622181862696212
1-Methylhistidine,1.561567852736653
"N-(2,5-diethoxy-4-morpholinophenyl)thiophene-2-carboxamide",1.5563198734843606
Piperine,1.547960434100843
D-(+)-Pipecolinic acid,1.5459812456157236
Androstenedione,1.5327190747542079
4-Guanidinobutyric acid,1.5280470308516958
Acetanilide,1.4920840644259463
(-)-Epigallocatechin,1.482732225647042
α-Hydroxyhippuric acid,1.454983087000167
L-(-)-Methionine,1.388909045065313
4-Coumaric acid,1.3801059534118754
L(-)-Carnitine,1.364615779254561
Cytosine,1.3607897940340699
DL-Carnitine,1.342245653767318
Folinic acid,1.3304090331567495
Maltitol,1.2832653119123567
