feature,mi_score,data_type,is_target
N-{5-[(dimethylamino)sulfonyl]-2-methylphenyl}cyclohexanecarboxamide,0.07489475822786318,Metabolome,False
thiamine phosphate,0.07480867764178245,Metabolome,False
"2,3-dinor Prostaglandin E1",0.07471993305303792,Metabolome,False
Pyridoxine,0.07442722576033067,Metabolome,False
Piperine,0.07441185224495728,Metabolome,False
Perillic acid,0.07427224185534675,Metabolome,False
2-Methoxyestradiol (2-MeOE2),0.07418075001385493,Metabolome,False
Spermidine,0.07413357496668005,Metabolome,False
4-Phenyl-3-buten-2-one,0.07409389242699738,Metabolome,False
Tributyl citrate,0.07403761537072029,Metabolome,False
"1,3-dimethyl 2,4-bis(4-hydroxyphenyl)cyclobutane-1,3-dicarboxylate",0.07398328081638583,Metabolome,False
MAG (18:2),0.07387988421298908,Metabolome,False
3-(benzoylamino)benzyl benzoate,0.07387960671271165,Metabolome,False
Tiglic acid,0.07349071782382266,Metabolome,False
3-(3-pyridinyl)propanoic acid,0.07346718580029066,Metabolome,False
11-Epiprostaglandin E1,0.07345661510163959,Metabolome,False
d__Bacteria|p__Firmicutes|c__Tissierellia|o__Tissierellales|f__Peptoniphilaceae|g__Parvimonas|s__Parvimonas micra,0.0734116302447354,Microbiome,False
d__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium animalis,0.0733695057026107,Microbiome,False
PC (14:0e/3:0),0.07336423319733809,Metabolome,False
Oleic acid,0.07336301219611707,Metabolome,False
Papaverine,0.07333992417302926,Metabolome,False
d__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus anginosus,0.07332260815571301,Microbiome,False
L-Argininosuccinate,0.07328436861747356,Metabolome,False
L-Pyroglutamic acid,0.07317103346621256,Metabolome,False
N-benzyl-N-methyl-N'-phenylurea,0.07314151147461656,Metabolome,False
"3-(3,4-dihydroxyphenyl)propanoic acid",0.07301480484790956,Metabolome,False
Butylparaben,0.07298775999733564,Metabolome,False
Corticosterone,0.07288754322064839,Metabolome,False
6-O-(2-Methylbutanoyl)-α-D-glucopyranosyl α-D-glucopyranoside,0.07283054466364947,Metabolome,False
LPG 19:1,0.07279929813240282,Metabolome,False
N-Acetylanthranilic acid,0.07279230512541024,Metabolome,False
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Citrobacter|s__Citrobacter freundii,0.07271271804582313,Microbiome,False
hydroxyphenylpyruvate,0.07270600253910753,Metabolome,False
Aflatoxin G1,0.07250586933897418,Metabolome,False
(+/-)5(6)-EET Ethanolamide,0.0724741788072838,Metabolome,False
methyl 2-{3-[3-(trifluoromethyl)phenyl]triaz-1-enyl}benzoate,0.07245031378341871,Metabolome,False
Skatole,0.07238682171992683,Metabolome,False
6-Keto-prostaglandin f1alpha,0.07236315507009894,Metabolome,False
FAHFA (3:0/24:1),0.0723484156815204,Metabolome,False
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Morganellaceae|g__Proteus|s__Proteus columbae,0.07233623341933826,Microbiome,False
d__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides dorei,0.07220478153788612,Microbiome,False
d__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus sp. LPB0220,0.07218963002273493,Microbiome,False
FAHFA (15:0/17:0),0.0721732575063625,Metabolome,False
4-Methoxyglucobrassicin,0.07213357496667983,Metabolome,False
"3-benzyl-1-butyl-4-hydroxy-1,2-dihydroquinolin-2-one",0.07200038625996186,Metabolome,False
Strophanthidin,0.07188076405210442,Metabolome,False
Dehydroaripiprazole,0.07187266920577429,Metabolome,False
Kaempferol-3-Galactoside-6''-Rhamnoside-3'''-Rhamnoside,0.07186611203745241,Metabolome,False
d__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Eubacteriaceae|g__Eubacterium|s__Eubacterium limosum,0.07176849560160048,Microbiome,False
LPC 15:1,0.07170181228491734,Metabolome,False
d__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus thermophilus,0.07156142489452977,Microbiome,False
17α-Methyl-androstan-3-hydroxyimine-17β-ol,0.07152057685368196,Metabolome,False
PG (18:2/18:2),0.07148927482237966,Metabolome,False
Desmethylmianserin,0.07146546529857045,Metabolome,False
Fucoxanthin,0.07133082216392705,Metabolome,False
LPE 18:3,0.0713074566405616,Metabolome,False
AB-PINACA N-(2-fluoropentyl) isomer,0.07111625894936369,Metabolome,False
"1-[(3,5-dimethylisoxazol-4-yl)sulfonyl]piperidine",0.07106913940224446,Metabolome,False
N-Acetyl-1-aspartylglutamic acid,0.07103040036350516,Metabolome,False
2-(2-pyridyl)-2-{2-[4-(trifluoromethoxy)phenyl]hydrazono}acetonitrile,0.07102127060437557,Metabolome,False
"6-(7-methyloctyl)-1H,3H,4H,6H-furo[3,4-c]furan-1-one",0.07095391312525323,Metabolome,False
N-Acetyl-D-galactosamine 4-sulfate,0.07091906725217201,Metabolome,False
d__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Oxalobacteraceae|g__Oxalobacter|s__Oxalobacter formigenes,0.07085138493449006,Microbiome,False
"9-Aminoacridine, monohydrochloride, monohydrate",0.07082310765621269,Metabolome,False
Spinosyn A,0.07080124063434567,Metabolome,False
4-Hydroxybenzoic acid,0.07074244975202504,Metabolome,False
d__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Lactobacillus|s__Lactobacillus fermentum,0.07067303550614046,Microbiome,False
N-Acetyl-L-leucine,0.07065666298976803,Metabolome,False
Delta-Tridecalactone,0.0704991538322588,Metabolome,False
LDGTS 16:0,0.0704575287906335,Metabolome,False
Dulcitol,0.07043371926682407,Metabolome,False
Sebacic acid,0.07039851590809132,Metabolome,False
9-Aminoacridine,0.0703139501470551,Metabolome,False
"2-(2'-fluoro[1,1'-biphenyl]-4-yl)-5-methoxy-3-methyl-1H-indole",0.07026776593910644,Metabolome,False
2-[5-(2-hydroxypropyl)oxolan-2-yl]propanoic acid,0.07008451291761775,Metabolome,False
"N1-(2-chloro-6-fluorobenzyl)-3,4-dimethoxybenzene-1-sulfonamide",0.06983154366464883,Metabolome,False
Andrographolide,0.06965558486252865,Metabolome,False
Aldosterone,0.06941856775167299,Metabolome,False
TLH,0.06934691718002206,Metabolome,False
N-Phenylacetylglutamine,0.06932405115715601,Metabolome,False
Ergothioneine,0.06922165355475851,Metabolome,False
Solanidine,0.06921943355253868,Metabolome,False
4-[(2-cyclohex-1-enylethyl)amino]-2H-chromen-2-one,0.06911969995280498,Metabolome,False
Guanine,0.06898427981738497,Metabolome,False
Asp-Glu,0.06894165577476064,Metabolome,False
Adrenosterone,0.06890341623652141,Metabolome,False
d__Bacteria|p__Synergistetes|c__Synergistia|o__Synergistales|f__Synergistaceae|g__Cloacibacillus|s__Cloacibacillus porcorum,0.0688471391802441,Microbiome,False
Ciprostene,0.06879230512541001,Metabolome,False
1-benzyl-3-butyl-4-hydroxy-6-phenylpyridin-2(1H)-one,0.0687742676073726,Metabolome,False
Dithranol,0.06870264684767124,Metabolome,False
LPE 13:0,0.06841063124373625,Metabolome,False
PE (18:1e/18:2),0.06813213196523704,Metabolome,False
Geranylgeranyl pyrophosphate,0.0681023284354334,Metabolome,False
LPC 17:1,0.06805420988731514,Metabolome,False
2-Hydroxycinnamic acid,0.06796668629979141,Metabolome,False
5-Hydroxymethyl-2-furancarboxylic acid,0.0678002416333463,Metabolome,False
U-44069,0.06767325750636255,Metabolome,False
17alpha-Ethinyl estradiol,0.06764134497444996,Metabolome,False
VQH,0.06735210643521161,Metabolome,False
3-(2-Hydroxyethyl)indole,0.06729158362468857,Metabolome,False
"3',4'-Tetramethylene-α-pyrrolidinovalerophenone",0.06720283903594382,Metabolome,False
Phylloquinone,0.06719756653067166,Metabolome,False
DNK,0.06697584380894872,Metabolome,False
Lactobionic acid,0.06666387799698303,Metabolome,False
4-morpholino-3-nitrobenzene-1-sulfonamide,0.0666566629897678,Metabolome,False
AKB48 N-(4-fluorobenzyl) analog,0.0666487264818314,Metabolome,False
Suberic acid,0.06648111631422138,Metabolome,False
"6,7-Dimethoxy-2-oxo-2H-chromen-8-yl β-D-glucopyranoside",0.066234363067468,Metabolome,False
Tridecylic acid,0.06622809156119658,Metabolome,False
4-chloro-1H-indazol-3-amine,0.06622115405425899,Metabolome,False
"15-Deoxy-δ12,14 -Prostaglandin J2",0.06609389242699737,Metabolome,False
"1-oxo-2,3-dihydro-1H-inden-4-yl benzoate",0.0659669083000134,Metabolome,False
Tyrosol,0.0659106312437363,Metabolome,False
GKK,0.06561870095180589,Metabolome,False
"1,7-bis(4-hydroxyphenyl)heptan-3-one",0.0655388918719968,Metabolome,False
5-S-cysteinyldopa,0.06550514783825268,Metabolome,False
N-Acetylornithine,0.06546474379784883,Metabolome,False
Troxerutin,0.06535363268673766,Metabolome,False
Taurolithocholic acid 3-sulfate,0.06518047251357739,Metabolome,False
N-Ethylglycine,0.06515738449048913,Metabolome,False
Carnosine,0.06501164134474635,Metabolome,False
TMH,0.06500514783825273,Metabolome,False
"17β-Hydroxy-androstano[3,2-c]isoxazole",0.06499121732432211,Metabolome,False
"2-(tert-butyl)-6,7-dimethoxy-4H-3,1-benzoxazin-4-one",0.06493155476465962,Metabolome,False
D-2-Aminoadipic acid,0.06475911609222074,Metabolome,False
Deoxyribose 5-Phosphate,0.06463213196523676,Metabolome,False
Lauric acid ethyl ester,0.06461004294314798,Metabolome,False
d__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Eggerthellales|f__Eggerthellaceae|g__Adlercreutzia|s__Adlercreutzia equolifaciens,0.06457268324402365,Microbiome,False
"N1-(3,4,5-trimethoxyphenyl)-3-(2-chlorophenyl)acrylamide",0.06436878420188918,Metabolome,False
"N1,N1-dibutyl-4-(phenylsulfonyl)aniline",0.06434416992727465,Metabolome,False
LPE 20:3,0.06428536761847292,Metabolome,False
N-[5-(tert-butyl)-3-isoxazolyl]-N'-[2-(trifluoromethoxy)phenyl]urea,0.06425117958428461,Metabolome,False
RQH,0.06418327526638024,Metabolome,False
2-({1-[(2-nitrophenyl)sulfonyl]-1H-pyrrol-2-yl}methylene)malononitrile,0.06416906725217197,Metabolome,False
Cnidioside A,0.06414151147461644,Metabolome,False
Hexanoylcarnitine,0.06408334741645239,Metabolome,False
d__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Anaerotignum|s__Anaerotignum propionicum,0.0640700829031875,Microbiome,False
HexCer-NS (d18:2/17:0),0.06386256819567282,Metabolome,False
Diosmetin,0.06386026494336994,Metabolome,False
Octyl hydrogen phthalate,0.06385859994170473,Metabolome,False
TKK,0.06379158362468851,Metabolome,False
PPK,0.06370478153788639,Metabolome,False
LPI 18:0,0.06363340846651355,Metabolome,False
ACar 18:3,0.06356192439502939,Metabolome,False
"4,5-diphenyl-2,3-dihydro-1H-pyrazolo[3,4-c]pyridazin-3-one",0.06332432865743365,Metabolome,False
1-morpholino-3-(4-nitrophenoxy)propan-2-ol,0.06330831689142147,Metabolome,False
Histamine,0.0631970670301718,Metabolome,False
cis-7-Hexadecenoic Acid,0.06312049044198553,Metabolome,False
"2,5-Dimethylphenol",0.06308595591906063,Metabolome,False
6-Methoxyquinoline N-oxide,0.06281395014705482,Metabolome,False
1-Methylhistidine,0.0627684956016008,Metabolome,False
FAHFA (18:2/18:1),0.06275983759294235,Metabolome,False
L-Fucose,0.0626271369602418,Metabolome,False
Cer-NS (d18:2/18:1),0.06257801941112451,Metabolome,False
3-methyl-2-[(phenylsulfonyl)amino]butanoic acid,0.06251367036148126,Metabolome,False
IMK,0.06236423319733819,Metabolome,False
"N'5-(2-thienylmethylidene)-2,1,3-benzoxadiazole-5-carbohydrazide",0.06229605137915639,Metabolome,False
Betaine,0.06223862840996852,Metabolome,False
L-Tyrosinemethylester,0.06223031156341663,Metabolome,False
Myricitrin,0.06202246385556909,Metabolome,False
"2-(4-chlorophenyl)-2-oxoethyl 2,6-bis(trifluoromethyl)benzoate",0.06200758984069488,Metabolome,False
3-Phenoxybenzoic acid,0.06194359827670315,Metabolome,False
Cer-NS (d18:2/12:0),0.06152895736206254,Metabolome,False
DY131,0.06147412330722801,Metabolome,False
Celestolide,0.06147195880506362,Metabolome,False
Estradiol,0.06144359827670298,Metabolome,False
Cer-NDS (d18:0/12:0),0.061388700560040865,Metabolome,False
beta-N-Methylaminoalanine,0.06134641767952265,Metabolome,False
ethyl 1-(4-acetyl-2-aminophenyl)piperidine-4-carboxylate,0.06125983759294229,Metabolome,False
"1,3-dimethyl-1H-thieno[2,3-c]pyrazole-5-carbohydrazide",0.06125312208622691,Metabolome,False
"1-(3,4-dimethoxyphenyl)ethan-1-one oxime",0.06111698045008529,Metabolome,False
CYM-5520,0.06097412330722829,Metabolome,False
4-(2-((4-Cyanophenyl)amino)oxazol-5-yl)benzonitrile,0.060879606712711754,Metabolome,False
5-Hydroxymebendazole,0.06087666117184032,Metabolome,False
Adenosine,0.06081611464921943,Metabolome,False
Genistein,0.06080745664056142,Metabolome,False
NLK,0.06078292561603038,Metabolome,False
Ritalinic acid,0.06074302107612617,Metabolome,False
3-Hydroxybutyric acid,0.06063285346595859,Metabolome,False
17beta-Trenbolone,0.06059389242699731,Metabolome,False
3-Hydroxyanthranilic Acid,0.06056070339380826,Metabolome,False
"5-methyl-3-(3,4,5-trimethoxyphenyl)-1,2,4-oxadiazole",0.060466686299790906,Metabolome,False
"2,3-dihydroxypropyl 12-methyltridecanoate",0.06037072670383181,Metabolome,False
Laricitrin,0.06036301219611717,Metabolome,False
d__Bacteria|p__Fusobacteria|c__Fusobacteriia|o__Fusobacteriales|f__Fusobacteriaceae|g__Fusobacterium|s__Fusobacterium mortiferum,0.060269772102877095,Microbiome,False
HPK,0.060267774100879024,Metabolome,False
N-Acetylaspartylglutamic acid,0.060212940046044716,Metabolome,False
Enrofloxacin,0.060205003538108315,Metabolome,False
"N-(2-chloro-6-methylphenyl)-N'-(1,2-diphenylethyl)thiourea",0.06012340213297773,Metabolome,False
2-Furoylglycine,0.06009317092627575,Metabolome,False
2-(morpholinomethyl)-4-(2-phenyldiaz-1-enyl)phenol,0.0600187731018782,Metabolome,False
D-Phenylalanine,0.06001033709344217,Metabolome,False
2-methyl-1H-benzimidazole-5-carboxylic acid,0.06000514783825284,Metabolome,False
LysoPE 18:0,0.05994887078197575,Metabolome,False
ACar 21:3,0.05985882194192671,Metabolome,False
N-[(4-hydroxy-3-methoxyphenyl)methyl]-8-methylnonanamide,0.05980673513984036,Metabolome,False
3-(dimethylamino)-1-[4-(phenylsulfonyl)phenyl]prop-2-en-1-one,0.05980074113384615,Metabolome,False
"8,8-dimethyl-2-phenyl-4H,8H-pyrano[2,3-h]chromen-4-one",0.059783647116752325,Metabolome,False
Quinidine,0.05970500353810859,Metabolome,False
d__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Enterococcaceae|g__Enterococcus|s__Enterococcus cecorum,0.05944165577476057,Microbiome,False
"5(S),15(S)-DiHETE",0.05943566176876658,Metabolome,False
N7-Methylguanosine,0.05925262258572772,Metabolome,False
ACar 10:2,0.05924244975202542,Metabolome,False
"4-butyl-4-(hydroxymethyl)-1,2-diphenylpyrazolidine-3,5-dione",0.05910182893493365,Metabolome,False
7-Aminoclonazepam-d4,0.05898927482237992,Metabolome,False
8-Hydroxyguanosine,0.05898405781716298,Metabolome,False
10-Hydroxydecanoic acid,0.05891135274445736,Metabolome,False
d__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Muribaculaceae|s__Muribaculaceae bacterium DSM 108610,0.05879540496674518,Microbiome,False
8-iso-15-keto Prostaglandin E2,0.058647560980665814,Metabolome,False
"D-Glucono-1,5-lactone",0.05862469495779976,Metabolome,False
"ethyl 2-(pyridin-4-ylamino)-1,3-thiazole-4-carboxylate",0.0585869549200595,Metabolome,False
"2-(3,4-dimethoxyphenyl)ethanamine",0.05852102085412603,Metabolome,False
FAHFA (3:0/18:1),0.058441433774538476,Metabolome,False
N1-[2-(2-pyridyl)ethyl]-2-aminobenzamide,0.058284146617251675,Metabolome,False
α-Eleostearic acid,0.05827670960981446,Metabolome,False
FAHFA (7:0/18:0),0.058220155053259726,Metabolome,False
"5-[(10Z)-14-(3,5-dihydroxyphenyl)tetradec-10-en-1-yl]benzene-1,3-diol",0.05820428203738692,Metabolome,False
2-Methoxybenzaldehyde,0.058196123529228316,Metabolome,False
FAHFA (20:3/18:2),0.05814006847317321,Metabolome,False
(4-isobutoxyphenyl)(phenyl)methanone oxime,0.057995324328429465,Metabolome,False
"4-(4-hydroxy-3,5-dimethylphenyl)-2-methylphthalazin-1(2H)-one",0.057940640450216074,Metabolome,False
Emodin,0.0579076619907668,Metabolome,False
Norverapamil,0.057901251734356673,Metabolome,False
Phenylglyoxylic acid,0.05789403672714144,Metabolome,False
"6-anilino-1,3-dimethyl-1,2,3,4-tetrahydropyrimidine-2,4-dione",0.05788754322064826,Metabolome,False
d__Bacteria|p__Firmicutes|c__Tissierellia|o__Tissierellales|f__Peptoniphilaceae|g__Finegoldia|s__Finegoldia magna,0.05787988421298906,Microbiome,False
Tramadol N-Oxide,0.05772462280772772,Metabolome,False
3-O-Feruloylquinic acid,0.057697067030171745,Metabolome,False
3-(3-methylbut-2-en-1-yl)-3H-purin-6-amine,0.05736501019811535,Metabolome,False
mesityl (4-methylphenyl) sulfone,0.057316114649219596,Metabolome,False
"2-[(3S)-1-(3,4-Difluorobenzyl)-3-pyrrolidinyl]-1,3-benzoxazole",0.057284868117973176,Metabolome,False
Lithocholic Acid,0.05722087655398167,Metabolome,False
"1,3,7-Trimethyluric acid",0.057180450949314565,Metabolome,False
FAHFA (12:0/24:4),0.057046273379378176,Metabolome,False
"3-(2,4-dichloroanilino)-1-(4-methoxyphenyl)prop-2-en-1-one",0.056902694735799786,Metabolome,False
PG (12:0/17:2),0.05689331522642038,Metabolome,False
Pro-Leu,0.0567605590936644,Metabolome,False
Ureidoisobutyric Acid,0.05674468607779071,Metabolome,False
"2-Hydroxy-1,4-naphthoquinone",0.05667253600564104,Metabolome,False
"N6,N6,N6-Trimethyl-L-lysine",0.056585955919061126,Metabolome,False
alpha-Ketoglutaric acid,0.056528957362062426,Metabolome,False
2'-O-Methyladenosine,0.05650659083969556,Metabolome,False
Prostaglandin D3,0.05636423319733841,Metabolome,False
Purpurin,0.056359543442648485,Metabolome,False
"1,2-Dipalmitoylphosphatidylglycerol",0.056013084346189235,Metabolome,False
5-OxoETE,0.055951312784418006,Metabolome,False
d__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Lactobacillus|s__Lactobacillus pentosus,0.05588010621321149,Microbiome,False
d__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Peptostreptococcaceae|g__Romboutsia|s__Romboutsia sp. CE17,0.05572714806025303,Microbiome,False
PC (7:0/8:0),0.05568896402206902,Metabolome,False
L-beta-Imidazolelactic acid,0.05567830801141316,Metabolome,False
Glycocholic acid,0.05564855998166518,Metabolome,False
"3,5-dimethyl-N'-[4-(trifluoromethyl)benzoyl]isoxazole-4-carbohydrazide",0.05564411181545226,Metabolome,False
N8-Acetylspermidine,0.05560882194192662,Metabolome,False
LPC 15:0,0.05550564733875252,Metabolome,False
Taxifolin,0.05548927482237964,Metabolome,False
MGMG (18:2),0.05546840680151188,Metabolome,False
Etiocholanolone,0.05545974879285387,Metabolome,False
"1,6-Bis-O-[(2E)-3-(4-hydroxyphenyl)-2-propenoyl]-β-D-glucopyranose",0.05533920267230785,Metabolome,False
Haloperidol metabolite II,0.05522859106169631,Metabolome,False
5-Hydroxyindole-3-acetic acid,0.05513335296645794,Metabolome,False
Epinastine,0.054982038250901866,Metabolome,False
3-Succinoylpyridine,0.05465838349148844,Metabolome,False
N-Methylglutamic acid,0.054542418187442765,Metabolome,False
"4,6-dimethyl-2,7-diphenyl-3,7-dihydro-2H-pyrazolo[3,4-b]pyridin-3-one",0.05450758984069504,Metabolome,False
Methylmalonate,0.05445897179207693,Metabolome,False
d__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Blautia|s__Blautia producta,0.05432382915693412,Microbiome,False
Allolithocholic acid,0.054316669649774774,Metabolome,False
GPH,0.0543126458957508,Metabolome,False
"3-(4-nitrophenyl)[1,2,3]triazolo[1,5-a]quinazolin-5-amine",0.05420356053666553,Metabolome,False
3-hydroxy-4-methoxy-9H-xanthen-9-one,0.05418671833174282,Metabolome,False
Cer-NDS (d17:0/15:0),0.05407058240368734,Metabolome,False
4-Acetyl-3-hydroxy-5-methylphenyl β-D-glucopyranoside,0.05391784625095131,Metabolome,False
Biliverdin,0.053871670204775235,Metabolome,False
HexCer-NS (d18:2/16:1),0.05381292339602828,Metabolome,False
d__Bacteria|p__Firmicutes|c__Negativicutes|o__Veillonellales|f__Veillonellaceae|g__Dialister|s__Dialister massiliensis,0.053768495601600685,Microbiome,False
d__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus equinus,0.05368768752079234,Microbiome,False
d__Bacteria|p__Verrucomicrobia|c__Verrucomicrobiae|o__Verrucomicrobiales|f__Akkermansiaceae|g__Akkermansia|s__Akkermansia muciniphila,0.05364944798255267,Microbiome,False
d__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Selenomonadaceae|g__Megamonas|s__Megamonas funiformis,0.05351899510210001,Microbiome,False
alpha-Benzylsuccinic acid,0.05348278131588624,Metabolome,False
4'-Methyl-α-pyrrolidinohexanophenone,0.05330001963312481,Metabolome,False
d__Viruses|f__Inoviridae|s__Escherichia virus If1,0.053263696908721014,Microbiome,False
6β-Oxycodol N-oxide,0.05321149704460182,Metabolome,False
2'-Deoxyinosine,0.05315716249026736,Metabolome,False
AMH,0.05312663745974233,Metabolome,False
Milbemycin A4 oxime,0.053078019411124444,Metabolome,False
d__Bacteria|p__Firmicutes|c__Negativicutes|o__Veillonellales|f__Veillonellaceae|g__Dialister|s__Dialister hominis,0.05287938471248954,Microbiome,False
Cer-ADS (d17:0/19:0),0.05281611464921987,Metabolome,False
Trenbolone acetate,0.05279807713118223,Metabolome,False
d__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Ruminococcus|s__Ruminococcus sp. JE7A12,0.05262541645852159,Microbiome,False
Dihydroxyacetone phosphate,0.052583569416674525,Metabolome,False
FAHFA (16:1/17:2),0.0524272257603311,Metabolome,False
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Morganellaceae|g__Morganella|s__Morganella morganii,0.05238010621321121,Microbiome,False
PG (4:0/18:2),0.05234786068096575,Metabolome,False
cyclohexyl{4-[4-nitro-2-(1H-pyrrol-1-yl)phenyl]piperazino}methanone,0.05229879863190323,Metabolome,False
HexCer-NDS (d23:0/12:1),0.052156662989767844,Metabolome,False
PC (20:4e/2:0),0.05214972548283048,Metabolome,False
Orotic acid,0.05213357496668025,Metabolome,False
2-[2-(benzylsulfanyl)-4-phenyl-1H-imidazol-1-yl]-1-phenyl-1-ethanone,0.05206791840102354,Metabolome,False
β-D-Glucopyranuronic acid,0.05194937028247537,Metabolome,False
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Escherichia|s__Escherichia coli,0.051886100219205256,Microbiome,False
6-(4-phenylpiperazino)hexanoic acid hydrochloride,0.051870948704054065,Metabolome,False
Uracil,0.05183342250476275,Metabolome,False
(S)-Bromoenol lactone,0.0517524005855059,Metabolome,False
AQH,0.05154627337937834,Metabolome,False
"2-[(2-chlorobenzyl)sulfanyl]-4,6-dimethylnicotinonitrile",0.05132382915693401,Metabolome,False
N1-[1-(3-isopropenylphenyl)-1-methylethyl]-3-oxobutanamide,0.051259837592942725,Metabolome,False
"(4-nitrophenyl)(2,3,4,5,6-pentamethylphenyl)methanone",0.0512540574253979,Metabolome,False
Uracil 1-beta-D-arabinofuranoside,0.05109836018146541,Metabolome,False
HexCer-AP (t18:1/16:0),0.05102152035462537,Metabolome,False
Cystine,0.05094359827670303,Metabolome,False
"4-(2-chloro-6-fluorobenzyl)-1,3,5-trimethyl-1H-pyrazole",0.0509272257603306,Metabolome,False
6-Hydroxycaproic acid,0.0509272257603306,Metabolome,False
Lysopc 20:0,0.05088276205410258,Metabolome,False
KNK,0.05081539314849781,Metabolome,False
ACar 10:1,0.050791583624688386,Metabolome,False
"1-{[5-(4-chlorophenyl)-4H-1,2,4-triazol-3-yl]thio}acetone",0.05071077554388048,Metabolome,False
4-(4-cyclohexylphenyl)-4-oxobut-2-enoic acid,0.05058595591906068,Metabolome,False
3-(3-Methoxyphenyl)propionic acid,0.05056863990174465,Metabolome,False
d__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Roseburia|s__Roseburia hominis,0.05053277870411921,Microbiome,False
WPH,0.05042361825672326,Metabolome,False
FAHFA (20:2/18:0),0.050403416236521004,Metabolome,False
DL-Glutamine,0.05040247273557785,Metabolome,False
DL-α-Aminocaprylic acid,0.050386730308070504,Metabolome,False
Lagochilin,0.050371670204775176,Metabolome,False
Tetrahydrocortisone,0.05034786068096575,Metabolome,False
d__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus vestibularis,0.050298798631903674,Microbiome,False
d__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Eubacteriaceae|g__Eubacterium|s__[Eubacterium] cellulosolvens,0.05029230512541005,Microbiome,False
Carbadox,0.05014922598233085,Metabolome,False
6α-Methylprednisolone 21-hemisuccinate,0.0501441118154522,Metabolome,False
1-hydroxy-1-(4-methoxyphenyl)propan-2-yl 4-methoxybenzoate,0.05010976544287038,Metabolome,False
4-[2-(4-chlorophenyl)diaz-1-enyl]-2-methyl-6-(piperidinomethyl)phenol,0.05006784657742247,Metabolome,False
Lysope 18:1,0.05006264589575116,Metabolome,False
8-Iso-15-keto-prostaglandin-F2β,0.04995743737877767,Metabolome,False
beta-Estradiol 17-Acetate,0.04995031378341852,Metabolome,False
"13,14-Dihydro-19(R)-hydroxy prostaglandin E1",0.04992705926016461,Metabolome,False
P-Coumaroyl Agmatine,0.049888597721702954,Metabolome,False
"1-(4-methyl-2-pyridyl)pyrrolidine-2,5-dione",0.04981639214949696,Metabolome,False
4-amino-2-(4-chlorophenyl)-6-(methylthio)pyrimidine-5-carbonitrile,0.049768773101878105,Metabolome,False
d__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus sobrinus,0.049743243076348254,Microbiome,False
FAHFA (2:0/24:0),0.04962344620655146,Metabolome,False
d__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Clostridium|s__Clostridium sp. SY8519,0.04953017836328333,Microbiome,False
Protocatechuic acid,0.04952751436061931,Metabolome,False
Pilocarpine,0.049520299353404296,Metabolome,False
"4-cyclopropyl-6-methoxy-1,3,5-triazin-2-amine",0.049474844807949836,Metabolome,False
PC (16:3/16:4),0.04932405115715599,Metabolome,False
