feature,data_type,is_target,univar_score,pvalue,fdr,rf_importance,gb_importance,mi_score,corr_score,univar_norm,rf_norm,gb_norm,mi_norm,corr_norm,final_score,target_bonus
ethyl 1-(3-nitro-2-thienyl)piperidine-4-carboxylate,Metabolome,False,3.2881509908268853,0.0011416092092577943,0.0591016702104281,0.0022470991164890088,1.7396315536604726e-07,0.17324656491790535,0.8095616847054397,0.4699470906312131,0.17370306200046987,2.188566540168203e-06,0.558005158276415,0.30151994483140054,0.2982630986273917,
Astaxanthin,Metabolome,False,3.6091755857311663,0.0004849145521830682,0.04640485320588271,0.0,0.0,0.2213682014513063,0.9609653840014832,0.5158284911749458,0.0,0.0,0.7129988311556703,0.3579100086418232,0.29748937289001653,
"2,3-Dinor-TXB2",Metabolome,False,3.2259381115097243,0.0008631558044386149,0.05678845896702387,0.003590057176819181,0.0008760601339508217,0.09678514561825047,1.077873065330167,0.46105551633990166,0.2775150948146013,0.011021390663475218,0.3117326483506862,0.40145208615184946,0.2968048126061037,
PC (16:0/17:2),Metabolome,False,2.6732640363307287,0.0018364049707052812,0.06810911789128844,0.0030315473430885444,0.0013214848763961414,0.16827379791882247,0.9707233638581774,0.3820663640570827,0.23434171293549383,0.016625115690350235,0.541988508031662,0.36154435251412104,0.29398307204522967,
"(1α,2α,3β,5ξ,9ξ,18ξ)-1,2,3,19-Tetrahydroxyurs-12-en-28-oic acid",Metabolome,False,2.301342097713636,0.0008631558044386149,0.05678845896702387,0.002996113046133957,9.479931472154777e-07,0.19119926546812915,1.1099242807367649,0.32891062550134864,0.2316026055077526,1.1926353473751006e-05,0.6158285241640081,0.41338950967837546,0.2902894538904762,
d__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides salanitronis,Microbiome,False,2.684085066609226,0.0019626123268230676,0.06810911789128844,0.001914648434021141,0.0,0.1415806197519598,1.8616438840394673,0.3836129247642199,0.1480042839247423,0.0,0.45601317504333483,0.693366264505876,0.2898235511175393,
"1,7-Dimethyluric acid",Metabolome,False,3.797421608126693,0.0004849145521830682,0.04640485320588271,0.0009918032786885255,0.0032225561124869105,0.10582369367150424,1.2903393135672354,0.542732944264806,0.07666740872537961,0.040541794420566574,0.3408446624297809,0.48058479791091063,0.2892802735004582,
FAHFA (15:0/16:0),Metabolome,False,2.9396209833169586,0.001065114779043358,0.0591016702104281,0.0015544780362109147,4.54530220286685e-05,0.1792966814680219,1.2051937682243286,0.42013456807093663,0.12016274347711173,0.0005718277698065211,0.5774918144461249,0.44887247676298725,0.28770644168773774,
Nicotinic acid,Metabolome,False,2.3593646513704165,0.0020967378639557537,0.07044146994013054,0.0024680142386226743,0.009780721152556973,0.12699381766515816,1.311422709265325,0.33720331106860474,0.1907800270863636,0.12304765919059305,0.40903094015140795,0.4884372746620301,0.28366390041920514,
Protoporphyrin IX,Metabolome,False,3.9750472508050345,0.0004849145521830682,0.04640485320588271,0.00025004751363921063,0.0010872600099009727,0.15811026494336988,0.7783397698443836,0.5681195139791698,0.019328928771330228,0.013678418703806964,0.5092530605536564,0.2898913929566146,0.28338086850605476,
