feature,data_type,is_target,univar_score,pvalue,fdr,rf_importance,gb_importance,mi_score,corr_score,univar_norm,rf_norm,gb_norm,mi_norm,corr_norm,final_score,target_bonus
FAHFA (4:0/24:1),Metabolome,False,1.543483553467705,0.012205380403780556,0.13716936411081493,0.0007941760796350346,8.825326180005253e-08,0.0007338635669686955,1.410027958309586,0.22059614749568224,0.06139062393281364,1.1102818607186327e-06,0.002363681242590333,0.5251626407627368,0.13439753855094244,
Alanyltyrosine,Metabolome,False,1.17469547243591,0.020910903608629846,0.17896106665597034,0.0,0.0,0.0839910508241557,1.152576095827335,0.16788830538589164,0.0,0.0,0.27052449571594117,0.42927510947395753,0.1338726769205544,
Glycoursodeoxycholic acid,Metabolome,False,1.1798148032220495,0.017857603470247015,0.1644149030875804,0.0010484869130067422,0.0,0.03309966443276924,1.2571987922480437,0.1686199691588333,0.08104911168371341,0.0,0.10660981070219612,0.46824166415269386,0.13366390668917716,
Isoproterenol,Metabolome,False,0.8173611623805211,0.008688170556760274,0.11725317358226044,0.0,1.1254891207583168e-06,0.12278862579820116,1.0485644301856456,0.11681745639826782,0.0,1.4159365101374399e-05,0.39548655181438114,0.3905361322241693,0.1334246647870747,
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Citrobacter|s__Citrobacter koseri,Microbiome,False,1.404987800807769,0.01091331698087938,0.1271743727882549,0.0,9.564246896300368e-07,0.011826429497769686,1.8068539659558271,0.20080209058458817,0.0,1.2032427610953708e-05,0.03809142574846975,0.6729598478115051,0.1332527323043196,
Sinapinic acid,Metabolome,False,0.7015732708221812,0.018828890151402367,0.16892509971059283,0.0,0.002113278220857389,0.14896380356161454,0.6896573432634293,0.10026884699254146,0.0,0.02658637683653645,0.4797934713640295,0.25686176609138905,0.13305312677881306,
"7-methylpyrimido[4,5-d]pyrimidin-4-amine",Metabolome,False,0.4959949761054615,0.09284165561454387,0.33700453842612593,0.0009763397053643947,0.0,0.10980074113384619,1.0701368447487003,0.07088723501415795,0.0754720586777737,0.0,0.35365422664681767,0.39857074326347386,0.13303939349706084,
2-Hydroxyhippuric acid,Metabolome,False,0.48672296903362466,0.14853604247816235,0.42221136106753976,0.0,6.675419679432193e-08,0.16782332965643465,0.8327925608872115,0.06956206343210483,0.0,8.398100230617587e-07,0.5405376070330111,0.31017224722792713,0.13296665276938044,
d__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium breve,Microbiome,False,0.5046578806647612,0.14309072731529238,0.41494996956996627,0.0,6.231425500977664e-08,0.0849034162365212,1.8732414253162841,0.07212535259227021,0.0,7.839527467925158e-07,0.27346310870705115,0.6976857500645806,0.13242580388074615,
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Citrobacter|s__Citrobacter freundii,Microbiome,False,0.5188147375399934,0.08544936403350348,0.3278846799730304,0.0012710922511997018,7.427019870813924e-11,0.07271271804582313,1.3552160854948831,0.07414867551220565,0.09825673220122001,9.343660816122532e-10,0.23419841981337006,0.5047480470641623,0.13241335356926165,
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Enterobacter|s__Enterobacter hormaechei,Microbiome,False,1.2243801173886242,0.022025189183136774,0.18449747331656746,0.0,1.095827782816487e-10,0.04855254488564986,1.5096700121770195,0.17498932235510029,0.0,1.3786206706888413e-09,0.15638157389428115,0.5622741631489865,0.13218144938129506,
1-adamantyl(piperidino)methanone,Metabolome,False,0.0009865183606041037,0.8673097215291528,0.9421961130337339,0.0007462913410259649,0.0,0.17725377992512037,0.8582680922057199,0.00013975434496171102,0.05768908461999347,0.0,0.5709118883198545,0.31966056781279045,0.13206703748774412,
LPA 18:1,Metabolome,False,1.183970466365581,0.02701445442852781,0.204584285576237,0.0,0.0,0.10442506125816653,0.8214754804400108,0.16921390385492738,0.0,0.0,0.33633984525464755,0.30595721885324056,0.1318108698299994,
Biochanin A,Metabolome,False,1.1330019013915509,0.015202207428940354,0.15486635825997946,0.001973785171980246,0.0,0.01871790730101197,0.9670613441111153,0.16192938677482635,0.152575614305694,0.0,0.06028799954015694,0.3601804391608015,0.1317839634559751,
"(4-nitrophenyl)(2,3,4,5,6-pentamethylphenyl)methanone",Metabolome,False,2.1065619940600273,0.004507064293055747,0.09426032475145728,0.0,2.1406282062489883e-07,0.0512540574253979,0.44589972287641777,0.30107231000921125,0.0,2.693045695382447e-06,0.16508280230271827,0.1660746332022288,0.13169211527753305,
N1-(5-methylisoxazol-3-yl)-2-tetrahydro-1H-pyrrol-1-ylacetamide,Metabolome,False,0.010549499831003879,0.1135778245101216,0.3771595896981746,0.0014251574097084237,3.7400720601551614e-07,0.13880151813462294,0.9822264450395225,0.0015065125005682323,0.11016612666636783,4.70524724126216e-06,0.447062042080998,0.36582865656249297,0.13163659843460968,
HexCer-NDS (d17:0/14:0),Metabolome,False,0.5840506566010802,0.025683449822260115,0.20076320430370656,0.001134782608695654,0.0,0.10599915383225911,0.8981941507461347,0.08347230796838148,0.08771985729908513,0.0,0.34140979729880194,0.33453096397391974,0.131636222707498,
PPH,Metabolome,False,0.56375118301281,0.048218697812299725,0.2576559182592936,0.0017589690726512576,0.0,0.11500908834219348,0.46902127108429165,0.08057107144845672,0.13597010992600997,0.0,0.37042965079291557,0.17468621657106292,0.13119691819208315,
PC (18:5e/4:0),Metabolome,False,1.1308546753488609,0.013631204521664551,0.14641953700481855,0.0008666260822510821,0.0,0.037220432553537686,1.2870857093612205,0.16162250144676615,0.06699108330018354,0.0,0.11988228088675303,0.47937299826767804,0.13115416321885648,
d__Bacteria|p__Firmicutes|c__Negativicutes|o__Veillonellales|f__Veillonellaceae|g__Veillonella|s__Veillonella parvula,Microbiome,False,0.002227883349120377,0.9295171506992634,0.9719917754663159,0.0,0.0,0.1377372490703539,1.7184386861910297,0.00031717241561160476,0.0,0.0,0.44363416674079975,0.6400297193474406,0.1306432486705475,
Pyrrole-2-carboxylic acid,Metabolome,False,0.556938825590234,0.01091331698087938,0.1271743727882549,0.0010944278985584785,0.0,0.11158487779182158,0.8508066348478828,0.07959743732660549,0.08460039689543317,0.0,0.3594007039792373,0.3168815600442651,0.13062759202315205,
(+/-)-UR-144 N-(4-Hydroxypentyl) metabolite,Metabolome,False,0.044529183101277604,0.3305652751623528,0.6243571405279366,0.0006430593073207502,4.777022518754016e-10,0.1650885562598965,0.9728499553426164,0.006362948684024687,0.049709142738680726,6.009796513621734e-09,0.5317292496337834,0.3623363980854234,0.13032919874544674,
2-oxo-2H-chromene-3-carboxylic acid,Metabolome,False,0.8126866902327824,0.06903550946898411,0.29621486264001606,0.0,0.0,0.1281472834803885,0.8971264199821761,0.1161493726054828,0.0,0.0,0.41274610688558844,0.33413328937156905,0.13017005675164,
11-Deoxy prostaglandin F1α,Metabolome,False,0.3772223437487428,0.10073876725789854,0.3523067851610671,0.0004681806546381124,5.9698722210511686e-06,0.15566582049892563,0.7945070324077254,0.053912041196323014,0.0361908438676663,7.510476896432653e-05,0.5013798157954334,0.2959128638442188,0.13003460303334324,
"1,3-dimethyl-1H-thieno[2,3-c]pyrazole-5-carbohydrazide",Metabolome,False,1.3732338444083008,0.016930498669197977,0.1640077141022307,0.00033097271803430846,0.0,0.06125312208622691,0.9373685982398138,0.19626375920581446,0.025584529912060387,0.0,0.19728851825054045,0.34912142381193995,0.1297806803585345,
d__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Blautia|s__Blautia producta,Microbiome,False,0.6646842652276181,0.028404585811637205,0.2052670068493142,0.000545116084838337,0.000541207845553862,0.05432382915693412,1.6887730348191339,0.09499660533813241,0.04213803137890655,0.006808737054483653,0.17497014674582473,0.628980795301219,0.1295388383990587,
d__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides cellulosilyticus,Microbiome,False,1.1684992671595587,0.019846071170760704,0.17218102405841293,0.0007239944521497923,5.540964877292289e-11,0.0,1.7559849234059794,0.16700273281404485,0.05596551228513053,6.970884326150778e-10,0.0,0.6540137548910663,0.1294935735440204,
2-(2-hydroxy-3-methylbutanamido)-4-methylpentanoic acid,Metabolome,False,1.9273763035815459,0.003297155010679514,0.08329932418980723,0.0,0.0,0.005506368839473641,1.1841315464424111,0.275462775515445,0.0,0.0,0.01773531392818543,0.4410278862028236,0.12940191836414366,
(5-L-Glutamyl)-L-Amino Acid,Metabolome,False,0.353710921740277,0.21197209728326427,0.4947582285443818,0.0,7.45053187174351e-05,0.1597201550532601,0.9828325257685527,0.050551747350785124,0.0,0.0009373240400614789,0.51443831190916,0.3660543903532999,0.1291241748349518,
"3b,7b-Dihydroxy-5-androsten-17-one",Metabolome,False,1.399887875291142,0.011543315589592082,0.13255923866157016,0.0012988168070930163,2.9386927884264644e-12,0.00234475267785772,1.1477489751754097,0.20007320024694492,0.10039986875266703,3.6970614237542214e-11,0.007552150253293829,0.42747725616622273,0.12900247542426072,
PC (7:0/8:0),Metabolome,False,1.5617109349463099,0.004792685941892913,0.09702116797755013,0.00018434014050289213,0.0,0.05568896402206902,0.8390618416749929,0.2232012369615926,0.014249681564994652,0.0,0.17936707257722123,0.3125072307541697,0.12867857544172662,
KPH,Metabolome,False,1.346221258250018,0.017857603470247015,0.1644149030875804,0.00045637382904513093,0.0,0.045156440989545965,1.0825380920686134,0.1924030728131728,0.035278164162994084,0.0,0.14544315504039743,0.4031895678427291,0.12867589292503287,
Dihydrofolic acid,Metabolome,False,1.1300658819727436,0.015202207428940354,0.15486635825997946,0.0013160404299721986,0.0,0.0296871602702653,1.082370354697681,0.16150976570810205,0.10173127243259453,0.0,0.0956185686754393,0.40312709432924004,0.12854124255481914,
Pantothenic acid,Metabolome,False,1.1893646164923943,0.015202207428940354,0.15486635825997946,0.0,2.9994283891025198e-06,0.07536380062337633,1.1022264010526694,0.169984845292094,0.0,3.77347065141909e-05,0.24273721972546303,0.4105224467954381,0.1284658281672943,
L-Anserine,Metabolome,False,0.009308657072876978,0.7756340709350588,0.9061977047772533,0.0,0.0,0.22249099532409988,0.5444266686262673,0.0013291690680054236,0.0,0.0,0.7166152074630265,0.20277083536712037,0.12816811537656764,
Sorbitan monostearate,Metabolome,False,0.9502410464792369,0.017857603470247015,0.1644149030875804,0.0,0.0,0.10207851891162378,1.0166123887337688,0.13580888348302372,0.0,0.0,0.32878193070606554,0.37863564587725684,0.12792351923854264,
9-HpOTrE,Metabolome,False,1.8423107465843698,0.007295303913903989,0.10715613841911069,0.0009807389665817744,0.0,0.01560088543399063,0.6018074805984419,0.26330505627830403,0.07581212607328439,0.0,0.05024846841824129,0.22414222631495928,0.12789604129604443,
d__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|s__Lachnospiraceae bacterium,Microbiome,False,0.9135539878337718,0.04393104995929461,0.2425424051948468,0.0,1.2104296494709868e-07,0.0,2.37722861963266,0.1305655044422811,0.0,1.52279706842841e-06,0.0,0.8853949683946176,0.12770945273155979,
NSI-189,Metabolome,False,0.0800382741951996,0.37113380309726673,0.6614224323821492,0.0,0.019244110148157925,0.09872859106169596,0.7464021860291367,0.011437970527475347,0.0,0.24210307910861137,0.31799223902589097,0.27799629133316595,0.12735047196716512,
Υ-Aminobutyric acid (GABA),Metabolome,False,0.972693014887995,0.031370534499545806,0.21123272483915917,0.0003466776592767998,0.0,0.09917209200519728,0.8276164255829803,0.13901775835401176,0.0267985379468375,0.0,0.3194206991762637,0.3082444039753904,0.1271425072668915,
Triptolide,Metabolome,False,0.34238446623639557,0.23436381551369012,0.5234235709987507,0.0005050395823742836,0.0,0.12437072670383165,1.142564896290473,0.04893295038020005,0.03904007671318075,0.0,0.4005822976762049,0.4255464543398536,0.1270818943777713,
2-[2-oxo-2-(2-pyridylamino)ethoxy]acetic acid,Metabolome,False,0.7211932068706537,0.048218697812299725,0.2576559182592936,0.0008536687131191521,7.356966063828943e-10,0.08645160171117716,1.0144705726539835,0.10307296281036779,0.06598946540216963,9.255528695469671e-09,0.2784496172778619,0.3778379299299528,0.12697049262943305,
Hypoglycin A,Metabolome,False,0.36775467287206204,0.1377999105325686,0.4082290032475156,0.0006311602756171633,0.0,0.15309172792483272,0.6718261587274582,0.05255890499864712,0.04878933540726975,0.0,0.4930889908956411,0.2502205701465479,0.12695041100041254,
2-Isopropylmalate,Metabolome,False,0.0032770746453546357,0.851870176638688,0.9337750842849625,0.0,0.0,0.20322859106169622,0.7610948616451904,0.00046712468367341906,0.0,0.0,0.6545734524399464,0.28346855468860144,0.1266730107399541,
d__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides zoogleoformans,Microbiome,False,0.2110325986950925,0.2583816210865225,0.5531994300957547,0.0,0.0007143089464974425,0.08168479335613354,2.0486575243439544,0.030159910113217447,0.0,0.008986458404698586,0.26309633363907875,0.7630191934582206,0.12661163410658882,
FAHFA (7:0/18:0),Metabolome,False,1.1960835791191955,0.029855909714942085,0.20767612969116103,1.4068925105094267e-18,0.0,0.058220155053259726,1.266143123478159,0.17094513126523123,1.0875423126099164e-16,0.0,0.18751971706201492,0.47157296590524583,0.1265687935293962,
WQH,Metabolome,False,0.19373606172088575,0.02440954940532118,0.1946599924798088,0.0,5.5691104248387865e-06,0.1769827813158864,0.8771447689578376,0.027687858583428322,0.0,7.006293205396136e-05,0.5700390362554575,0.3266911556486879,0.12649534116462668,
2-(3-methylbenzoyl)benzoic acid,Metabolome,False,0.9004708194502079,0.010314063060639077,0.12527619671345464,0.0,1.9899850944772237e-05,0.09142678175988683,1.1718562816921132,0.1286956349727273,0.0,0.0002503527131387229,0.29447403964865704,0.4364559836285962,0.12647546534460413,
d__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus viridans,Microbiome,False,0.01836165564626573,0.7161287491143931,0.8779249183630642,0.0,0.0,0.1308074566405617,1.67030613081692,0.0026230395697074433,0.0,0.0,0.4213141864084841,0.6221028266656601,0.12619432249875084,
dihydrotachysterol,Metabolome,False,1.7511059858540965,0.006877654535614798,0.10594942938278795,0.0005674315301791733,1.0315093956846877e-05,0.0,1.0760105515517018,0.2502699112302784,0.043863038147483754,0.0001297704071022637,0.0,0.4007583958965666,0.12614852657703157,
PC (2:0/16:2),Metabolome,False,0.48864704017226057,0.0029023447960570743,0.081424093203403,0.0004259607897742999,5.452945079060639e-06,0.10269465483967921,1.2559108613386152,0.06983705506822141,0.03292720509433578,6.86014985201641e-05,0.33076642619212193,0.46776197636102324,0.12558779965867503,
6-Keto-prostaglandin f1alpha,Metabolome,False,0.8321205249718904,0.014397818129822288,0.1505573167350291,0.0008315822685486659,0.00034819996180743864,0.07236315507009894,1.0192086410295416,0.11892689049638329,0.06428216062756252,0.004380575783970511,0.23307252191352437,0.37960261586086547,0.1255458623357149,
"N3,N4-Dimethyl-L-arginine",Metabolome,False,0.8214216069058285,0.046032844861676706,0.2497795946274485,0.00011039297058533539,1.3646899877069548e-12,0.0973557971889023,1.105005285980096,0.11739778228173099,0.008533489632607558,1.7168663321342124e-11,0.31357064450462524,0.4115574380083873,0.12554404757263743,
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Enterobacter|s__Enterobacter roggenkampii,Microbiome,False,0.3475655073951819,0.1845797040556283,0.4655772407409538,0.0006751267425028142,2.8704078550895695e-07,0.07618890852201332,1.6310738793102948,0.04967343390829458,0.05218798830483862,3.6111546580461124e-06,0.24539478735915451,0.6074908378161712,0.12550805136511994,
"2-oxa-4-azatetracyclo[6.3.1.1~6,10~.0~1,5~]tridecan-3-one",Metabolome,False,1.1104725195359655,0.03295061051524637,0.21455263506628464,0.00025858629232170053,1.0251080118067198e-06,0.04932044365354882,1.3129532805389046,0.15870944783766477,0.019988985104408354,1.2896507251652262e-05,0.1588548781916839,0.48900733346630537,0.12534162500423499,
d__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus thermophilus,Microbiome,False,0.32887564329341334,0.14309072731529238,0.41494996956996627,0.0009854432134389914,0.0,0.07156142489452977,1.5341453641270335,0.047002245611283085,0.07617576917096022,0.0,0.23049025095348863,0.5713899685398783,0.12485715047313611,
N-Methylglutamic acid,Metabolome,False,1.7233060705356087,0.007295303913903989,0.10715613841911069,0.0,0.0,0.054542418187442765,0.6602545552568952,0.24629669836728985,0.0,0.0,0.17567419422073,0.24591074508198288,0.12483121315149474,
5-amino-1-phenyl-1H-pyrazole-4-carbonitrile,Metabolome,False,0.7064905787250254,0.02319077419600057,0.19022458418433713,0.0014338274661742977,0.0,0.09255626545128992,0.5931691780433159,0.10097163729916743,0.11083633090648713,0.0,0.2981119630111818,0.22092490444923113,0.1248098588129724,
Salvinorin A,Metabolome,False,0.5444836835636749,0.1091621468956405,0.36869952930099753,0.0,0.0,0.11369684502995003,1.2487493515305605,0.07781732649017557,0.0,0.0,0.36620308192851964,0.4650946835740383,0.12478512859373445,
5-Hydroxymethyl-2-furancarboxylic acid,Metabolome,False,0.7769197307087988,0.03295061051524637,0.21455263506628464,0.0009248128128469072,1.72780119120233e-05,0.0678002416333463,1.0952532411376983,0.1110374957518085,0.07148897713945633,0.00021736831958304477,0.21837595788246697,0.4079253046225996,0.12477589081895327,
Methyl EudesMate,Metabolome,False,0.4453102027079643,0.03810566342232035,0.22367599458678006,0.0,2.0937127206976243e-06,0.12293964144921699,1.241746718769884,0.06364327792603428,0.0,2.634023046777684e-05,0.39597295402551436,0.46248656428731344,0.12474285095646234,
"2,3,4,9-Tetrahydro-1H-β-carboline-3-carboxylic acid",Metabolome,False,0.606173178442122,0.05285254266998718,0.26705332760291123,0.001287351460595009,0.0,0.07683696634654202,0.9861673154442429,0.08663409775563737,0.09951358573159941,0.0,0.2474820992150621,0.36729642739387974,0.12472058338123834,
3-[4-methyl-1-(2-methylpropanoyl)-3-oxocyclohexyl]butanoic acid,Metabolome,False,1.6233906276036774,0.007295303913903989,0.10715613841911069,6.244144167375759e-05,0.0003854910084797362,0.015347139180243996,1.219156279271865,0.23201660727635245,0.004826787361032052,0.004849720740689145,0.049431183997329216,0.45407279150156443,0.12460357992105739,
LPS 17:0,Metabolome,False,0.17879954147386803,0.17816020355747797,0.458541094404658,0.0010703187108586098,4.1275291295000765e-10,0.1613231374681623,0.4829119516775059,0.02555310480112909,0.0827367320062962,5.192692744268605e-09,0.5196013144573818,0.17985977817268503,0.1242762904663271,
Pentadecanoic acid,Metabolome,False,0.5816956314087407,0.07209286466442193,0.30234962365238305,0.0,3.0906682347294096e-10,0.12983970217280705,0.9817181047333502,0.08313572361984417,0.0,3.888256148870521e-09,0.4181971723123718,0.3656393260346674,0.12423422631392698,
S-Adenosyl-methionine,Metabolome,False,0.030487709268571105,0.5620128558805835,0.7898694253987016,0.0,0.0,0.182846917180022,0.9265217093187483,0.004356116511758134,0.0,0.0,0.5889266722820186,0.3450815175134323,0.12415398754717347,
JNJ-1661010,Metabolome,False,0.5648199723765093,0.06903550946898411,0.29621486264001606,0.0,0.0,0.14804380362690872,0.7626980630693492,0.08072382470683989,0.0,0.0,0.47683026854714783,0.28406566447541387,0.12414825414166553,
Ala-Gln,Metabolome,False,0.8408309867790951,0.03631592314967264,0.22269065108090527,0.0,0.0,0.09842722576033047,1.0878518991570492,0.12017180504013159,0.0,0.0,0.31702157970709205,0.4051686867294299,0.12412164714104626,
Protocatechuic acid,Metabolome,False,0.7331228596038193,0.031370534499545806,0.21123272483915917,0.0011805730860425438,2.5388263738468957e-11,0.04952751436061931,1.228499565176751,0.10477796979140988,0.09125950807249898,3.1940041794518613e-10,0.15952182661128478,0.45755268327980514,0.12393181033910103,
"3-phenyl-5-(1,2,3-thiadiazol-4-yl)-1,2,4-oxadiazole",Metabolome,False,0.0008116944097989696,0.99215848526132,0.99215848526132,0.0,1.6304327809812593e-10,0.20166631999942508,0.7089373493821206,0.00011476819798465517,0.0,2.05118757643862e-09,0.6495415759823303,0.26404257329988734,0.12386992459697119,
d__Bacteria|p__Firmicutes|c__Negativicutes|o__Veillonellales|f__Veillonellaceae|g__Megasphaera|s__Megasphaera elsdenii,Microbiome,False,0.35121365039703634,0.1719083661607338,0.451652762342427,0.00010266716649626275,0.0025317591534895086,0.08353833687144174,1.6010403232128023,0.05019483293181428,0.007936277067821152,0.031851131691838376,0.2690663616342767,0.5963048882477926,0.12340318855478802,
"3-(1,1,2,3,3,3-hexafluoropropyl)adamantane-1-carboxylic acid",Metabolome,False,1.8144440873911634,0.006877654535614798,0.10594942938278795,7.930164461608277e-19,0.0,0.018491217324322573,0.9823712499649913,0.25932230426318065,6.130098307817136e-17,0.0,0.0595578599475931,0.3658825889236256,0.12331862916345573,
PE (9:0/9:0),Metabolome,False,0.2958534525294433,0.10073876725789854,0.3523067851610671,0.0,6.35958466390203e-06,0.1564408624504381,0.9405635422931585,0.04228265594331694,0.0,8.00075980198006e-05,0.5038761273790398,0.35031137557584346,0.12331335496703935,
"4-(3,4-dihydro-2H-1,5-benzodioxepin-7-ylamino)-4-oxobutanoic acid",Metabolome,False,0.6482384168538993,0.10073876725789854,0.3523067851610671,0.0,1.8859710785641611e-10,0.10737649870960375,1.1711411376332201,0.09264613572149423,0.0,2.372670919646958e-09,0.3458460500270918,0.4361896293763413,0.12328971163268036,
d__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Peptostreptococcaceae|g__Romboutsia|s__Romboutsia hominis,Microbiome,False,0.02046791843936124,0.805913707842569,0.9168139370917986,0.0,0.0,0.1276169804500853,1.6286960789949132,0.002924070357984555,0.0,0.0,0.41103806825002287,0.6066052299206162,0.12319345433696041,
3-Hydroxydecanoic acid,Metabolome,False,0.1798321668948501,0.1845797040556283,0.4655772407409538,0.0006251418198320843,0.0,0.16489453622764105,0.6372992006373873,0.025700689445121383,0.04832410261414931,0.0,0.5311043357784422,0.23736106024730882,0.12319298887857097,
3-Methyladenine,Metabolome,False,0.9625224847160887,0.029855909714942085,0.20767612969116103,0.0,4.352095777446442e-07,0.1084798120629169,0.7822462351671862,0.13756416826787368,0.0,5.475211793028667e-06,0.34939968205803984,0.2913463496706861,0.12281493279849529,
Methyl indole-3-acetate,Metabolome,False,1.232552193543272,0.019846071170760704,0.17218102405841293,5.5855603702925446e-05,0.0,0.03786373369683882,1.3513165299956718,0.17615728987309395,0.0043176953441387686,0.0,0.12195427207721182,0.5032956639027519,0.12254931799981984,
PG (4:0/15:0),Metabolome,False,0.4875627420189349,0.08544936403350348,0.3278846799730304,0.00010232197416809077,0.0,0.12468119401429889,1.058322894114676,0.06968208526630826,0.00790959334748921,0.0,0.40158227340905145,0.3941706563884287,0.12253643056696537,
"4-(allyloxy)-1,2-dihydroquinolin-2-one",Metabolome,False,0.5848057569985724,0.029855909714942085,0.20767612969116103,0.0009241365438282049,0.0,0.08609699226833256,1.0164500274298938,0.08358022824719501,0.07143670085203195,0.0,0.27730746534905115,0.37857517467127955,0.12238688095665212,
"Thymidine 3,5-cyclic monophosphate",Metabolome,False,0.2434050639174148,0.09672576391471828,0.34515249993523206,0.0005069339682521315,3.944208606851907e-11,0.11739178897489388,1.2177991854526926,0.03478663986237044,0.039186514680771056,4.962063930282264e-10,0.37810402658388914,0.45356734409561805,0.12230495912529035,
Ethylmalonic acid,Metabolome,False,0.4819029185844713,0.14309072731529238,0.41494996956996627,0.0,0.0,0.13270283903594393,1.0055314099486221,0.06887317333206579,0.0,0.0,0.4274189721168227,0.37450855318611614,0.12222565313575476,
Amlexanox,Metabolome,False,1.912994189038388,0.006877654535614798,0.10594942938278795,0.0,4.2219417421666513e-10,0.0,1.0788647193960996,0.2734072583728496,0.0,5.311469783358949e-09,0.0,0.40182142611062066,0.1222043211852109,
d__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Intestinibaculum|s__Intestinibaculum porci,Microbiome,False,0.10794824908987927,0.4375039199738485,0.7155035625465632,5.595930232558153e-05,0.0,0.1148954797285846,1.6328454666497405,0.015426913298947851,0.004325711353823618,0.0,0.3700637318931762,0.6081506626657724,0.12203412787869394,
Desmethyldoxepin,Metabolome,False,1.57045164584922,0.004507064293055747,0.09426032475145728,0.00010867436762760121,7.182960365039621e-06,0.04026658084968582,0.8869654408739338,0.22445047475937868,0.00840063986468636,9.036618519135157e-05,0.1296935372480611,0.3303488490774796,0.1219422911259806,
Epinastine,Metabolome,False,1.1025233372461352,0.014397818129822288,0.1505573167350291,0.0010526315789473688,0.0,0.054982038250901866,0.7452363263322954,0.15757333670342724,0.08136949860370864,0.0,0.17709015454991878,0.27756206876790135,0.12193410572123327,
Prostaglandin E3,Metabolome,False,0.4851029821540707,0.05530559057904696,0.267056659095765,0.0,0.021459295777423126,0.029835087506427715,0.8735197279556685,0.06933053205389822,0.0,0.2699715156075361,0.0960950234950042,0.3253410149693111,0.12174181775885842,
Pyridoxine O-Glucoside,Metabolome,False,0.2711553107170803,0.19116881789041928,0.47424283338408807,0.00017141968407386002,3.60874976209172e-05,0.15886301219611743,0.7960666870597269,0.03875275401316478,0.013250917056701316,0.00045400354831086066,0.5116775637471861,0.2964937547059184,0.12143036621045668,
4-Butylresorcinol,Metabolome,False,0.9395319475733062,0.015202207428940354,0.15486635825997946,0.0025728458980584967,1.3915915465519969e-08,0.0,0.8435524978881567,0.13427832020480523,0.19888362167414683,1.750710194900866e-07,0.0,0.31417976842391204,0.12142241333657339,
N1-(4-cyclohexylphenyl)-2-[(4-methylphenyl)thio]acetamide,Metabolome,False,0.06254745794711611,0.3607128139570883,0.6501889648838384,0.0,0.0,0.1768389806720858,0.8932681444243943,0.008938152261667937,0.0,0.0,0.569575872665217,0.33269628085782005,0.12138745466406495,
N-Glycolylneuraminic acid,Metabolome,False,1.0593719156823362,0.017857603470247015,0.1644149030875804,0.0,4.078000613466853e-07,0.08362285735611708,0.9536818456651618,0.15140605952832342,0.0,5.130382738022504e-06,0.26933859136911276,0.3551972665261386,0.1213433592930254,
PG (4:0/18:1),Metabolome,False,0.6811981505735598,0.07526023330293066,0.30946851142012377,0.0,0.014603792078396797,0.03510904394214864,1.029285063556232,0.0973567989186783,0.0,0.1837249424172646,0.1130817666206292,0.3833555631924219,0.12124984947139297,
LPE 20:5,Metabolome,False,0.025204851025934605,0.6869852876681897,0.8660676800224123,0.0,0.0,0.2085217423548471,0.5169951551777884,0.003601081106703154,0.0,0.0,0.6716220197608354,0.19255401239008352,0.1210790285351446,
d__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Lachnoclostridium|s__[Clostridium] hylemonae,Microbiome,False,1.1215085957693145,0.02440954940532118,0.1946599924798088,0.0,5.595069626220678e-12,0.0,1.959377109170388,0.16028674329144282,0.0,7.03895152286247e-11,0.0,0.7297668467053562,0.12106270767204638,
P-Aminohippuric Acid,Metabolome,False,0.29267399707459035,0.17816020355747797,0.458541094404658,0.0,1.891539054183478e-08,0.14581611464921984,1.0217069215405683,0.041828242569542394,0.0,2.379675785195222e-07,0.46965516558810827,0.3805330964111304,0.1210501048437077,
