,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10
3-Methylxanthine,-0.004694671969479172,0.012405336125997708,0.0049376174873124856,0.004866513520126437,-0.01675490169955487,-0.012223733378099571,-0.027956734055441915,-0.00547237323710836,0.015585364681085918,-0.015387547647182052
RQH,-0.016041343304649246,-0.004316329169300244,0.046615359098443686,0.01590458462581028,-0.016819825768117438,-0.022669435291913044,0.00538220414753932,-0.0017635552394415514,0.006673421515999324,0.011241420800492875
2-morpholino-1-phenyl-1-ethanol,0.018637769295221415,-0.0038138407069892946,-0.004294179530353271,0.01392536364761443,-0.011342526474821335,-0.029754158719356442,-0.019607299117908195,-0.01833293240084857,-0.0036912150929678997,-0.006195044499290957
7-hydroxy-3-(4-methoxyphenyl)-4H-chromen-4-one,0.009009058527796031,0.008052155336655258,0.010249533078494954,0.01991070145352538,0.009103376157184607,0.000701822166005356,-0.017036218007432453,0.0304653323217917,0.024667192701436604,0.0026378246689454923
(±)15-HETE,0.022845426915219343,0.002481819824057941,0.011839748723115025,-0.0006211017719776967,-0.013519827502582196,-0.020914270384301936,0.017790738808541234,-0.012519592936394248,-0.008533513527874126,0.004362479342081416
Vasicinone,-0.014920931887999644,0.039781588650753416,-0.009312255795152082,0.01116074496175871,-0.012951178443532158,-0.013110389586293026,-0.013520232178748431,-0.01524167502660304,-0.0008279606187142353,-0.010278869844216883
ELK,-0.005508155122631702,0.009243571860075808,0.02557357754258909,0.0002467302120381092,-0.034610919700082,-0.01832990727685966,0.01448462788042053,0.026121765064186765,0.013096552737633117,0.004024650746519743
Diacetoxyscirpenol,0.02317934151969137,-0.010713879986169957,0.0003721453349218632,0.0019162353209930647,0.00033240658866086863,0.02010876819287462,-0.008412777414777351,-0.027812608367551662,0.005026537281709464,0.01332360566930805
"4-methoxy-9-(2-methylbut-3-en-2-yl)-7H-furo[3,2-g]chromen-7-one",0.03525709819018378,0.0023632009572541746,0.017592433004801074,0.009262847593082758,0.01788335117016695,0.004464784890010566,0.002685701500767421,-0.007068266677337609,-0.01123345664594208,-0.017702404637645924
Tolterodine,-0.00013935621594627007,-0.010354671902529923,0.008205035079823491,0.026555047885109415,-0.007846375617431175,-0.0012608676079727797,-0.0005082800451331811,0.007684895357758492,0.0024620591146543177,0.001875729776648347
ACar 17:1,-0.01767806417604862,0.014714325468238091,-0.0016158079757734405,-0.020868472278269965,0.015962480148830085,0.0006830940401861263,-0.033695595230109635,-0.05658069013453945,0.018582022052569282,0.01938537315439981
"2-{2-oxo-2H,8H,9H-furo[2,3-h]chromen-8-yl}propan-2-yl acetate",-0.014556389095179373,-0.012485008644223528,0.022101976570314288,0.025930969205683482,0.008175056402309321,-0.005908193008486238,0.009377709323974998,0.0007611004942212153,-0.010735066850523962,0.01587568383512075
1H-indene-3-carboxamide,0.0023077509411243216,0.016324321384047873,0.005106783893768098,0.01528201465094747,0.0300602415828274,-0.04563621441045886,-0.00995691669098738,-0.01746618506009492,0.024280544260092612,0.017345930501157333
7-hydroxy-6-methoxy-2H-chromen-2-one,0.012172254892913658,0.020188493254114096,0.021580537942000384,0.005786787137536354,-0.005104835551357744,-0.007546347421595768,0.006235400211354207,-0.007894326728461354,0.028545793338256367,-0.03001131796647563
6-Methylquinoline,-0.04094915587293597,-0.013041882533398491,0.016852747810685187,0.01576687991813095,-0.03722589045140728,0.013441806151568517,-0.004361931465784644,-0.005456657515255484,0.019577849644506623,-0.0013729070008575192
cAMP,0.0016035791010291067,0.01943034355866287,-0.028030177523370392,0.03837595015594432,0.012490610189988547,0.013299080258326108,0.014155026053165109,-0.021742710557272102,0.008739929662840984,-0.025776049186369224
PC (18:3e/2:0),0.017617695810295132,0.0061454014191789945,-0.011226084138985872,-0.03490922113324099,-0.016451699112345633,0.001202247236141368,0.00018884952667716035,-0.037734023400854994,-0.00631476669897532,0.03571026612690045
Vindoline,-0.037643528925238166,0.024962512103831495,0.007936549723372049,-0.006492844485881539,-0.018936016333432334,-0.01639457151850352,0.02944974874235327,-0.003467899595832129,0.019418542665377004,-0.04234898848361938
[5-(2-thienyl)-3-isoxazolyl]methanol,0.011590771320920068,0.01351716751156056,-0.005556242660599436,-0.0013116143087402719,-0.015203508783018368,-0.005861939795505404,-0.008447605572343888,0.005213058719334301,-0.004705687356922774,-0.026315759567351972
4-[2-(5-bromo-2-thienyl)-4-pyrimidinyl]benzamide,0.015321825504695765,0.005238538848791463,-0.004916097876832573,0.009907882937279578,0.007642445406030568,0.015686660177447572,-0.01878166016032565,-0.030393778717325102,0.00974346009235874,0.01748455551351437
4-Hydroxyindole,0.04508317522190801,-0.01872380367670431,-0.014613891565748272,-0.024532033185882814,-0.02951556123366231,0.011572225909192704,0.008717795220285603,0.01635715737799493,0.0057599746750889025,0.01988862074684238
W-18-d4,-0.002828677676079616,-0.011684465992491198,0.041837651369133665,0.022624714236491237,0.004831322319369399,-0.004376837355132877,0.003548005949276269,0.0142454115938828,0.027837313140784373,-0.006645198143601671
17(S)-HETE,0.015271969477285307,0.003942038287960512,0.00126858048945014,-0.038069812384575075,-0.004367734454520608,-0.021556129700946586,-0.030204233574742934,0.012428507557637991,-0.008807131137271138,-0.03366753143330705
Norbutorphanol,0.028788950519940504,0.008099601449742568,-0.008835396607596635,0.0008750150928334836,-0.05977685854693678,-0.011628784285441188,0.00017603704272058882,0.022497243910099312,0.0018732128711630809,-0.0004223199116521925
"4,6-dimethyl-2-morpholinonicotinonitrile",0.01166437807062308,0.021956034298510747,0.010583394282745082,0.0011565542126815538,-0.014527752638333722,-0.0028275099041670843,0.026143536858133,-0.022731606798975002,0.007676739399150092,-0.004113347792745865
"2-hydroxy-3,6-diphenylcyclohexyl acetate",-0.03335502351782045,0.03775531281799957,-0.025584333158465755,0.012509149862647267,-0.00023392784944916122,0.014058896095048073,0.009030684962451628,-0.004947439829413844,0.01008010299919809,-0.002287009749912918
N-Acetyldopamine,0.045789729744892885,0.006541544004801081,-0.02039780040699993,0.006451121034448083,-0.03230313536500928,0.001290079563631825,-0.004277754053419214,0.011148642016255622,-0.007356975632506787,-0.003593560930322757
Coniferin,0.02219271153952109,-0.01594641200580572,0.025551048542210953,0.0006821732411920462,0.05520797303282897,0.013767347278833149,-0.006525672465118866,-0.008735861687173588,0.007435319016151844,-0.011153438087212484
Homoarginine,0.013082079154839903,0.018808634451808103,0.006689260487025141,0.0007797926817016788,-0.013687480030743184,-0.016253085543723008,0.004990356824848287,0.008392980942579916,0.018769874650419696,-0.0026987636381313245
"N'-[6-(tert-butyl)thieno[3,2-d]pyrimidin-4-yl]-4-methylbenzohydrazide",0.01750128666302507,0.009167175197991198,-0.002995894794616378,0.002650549854801202,0.03555824277222089,-0.018946677659004672,0.014218170691412879,-0.03468446059199806,0.030623415039192883,0.016504681519821457
"5-acetyl-2,6-dimethyl-1,2,3,4-tetrahydropyridin-4-one",0.03881015083906297,-0.011475583582761456,-0.024305990610428096,0.013283987894515965,-0.01901881032937985,0.002949223882474263,-0.006442701948486601,0.012630067757710917,0.01433366081989561,-0.0006907254426175064
N4-Acetylsulfamethoxazole,-0.0008008486246412681,0.004464893979821393,-0.003131059464272695,0.007391330727782902,-0.013214917174095283,-0.0013827034955675587,-0.007267322564295986,-0.02615420636996366,0.004891514530188645,0.033213073009883194
GNH,0.01665214867730025,-0.005545787174985952,-0.018295704605542314,0.0020732843183205894,-0.02453600978745375,0.02454994147333552,0.008367556327976105,-0.021821201516442137,0.012813548511787705,0.013264594649349176
Cer-NDS (d18:0/12:0),0.03284653575519938,0.0017070886151722019,-0.021669754202280032,-0.025795192822775374,0.012159300692783055,-0.01717867818556423,-0.026284436803117123,-0.0031715261116940577,-0.011253231863441378,0.0006122300940696881
1-butyl-2-methyl-4-nitro-1H-imidazole,0.02685322533011402,-0.014783586309545231,-0.0015199488230264228,0.0031214030714252507,-0.029091710188987915,0.014461349480389584,0.01921404623892947,-0.02439384117512336,-0.0014762451332235877,0.0003451259642540204
2-Aminobenzenesulfonic acid,-0.01337218105610108,0.03220699014454864,0.01925199026638207,0.0005006516896909191,-0.007798782550579751,-0.002355096264396192,-0.0065835564599756235,-0.016585729037805183,-0.0039011760327780517,-0.03058492882185233
4'-(Imidazol-1-yl)acetophenone,0.0059590040313303675,-0.015026508663210404,-0.0009580871376088167,0.010050944572593265,-0.0009332615161942464,-0.03204430051028725,-0.009555253464828708,0.014080900680255056,-0.004216084999767204,0.00014402968863560215
Ohmefentanyl,0.001506291415435251,-0.005695134579044618,0.0043191668929610655,0.026343921983402078,-0.0026575448867381217,0.02098428129336039,0.00313832208955837,0.004256433181060181,0.04397851764591045,0.012675843113438176
Homocysteic acid,-0.02416831342681047,0.013105579851358618,0.005831652721432543,0.006913925905560915,-0.014643780216258593,-0.04735036621422522,0.015233003191504106,0.005906981277553503,-0.00393711764792136,-0.03514523758725319
"4-(3-methoxy-5,6-dihydrobenzo[c]acridin-7-yl)morpholine",0.00370689146867243,0.02223304483287457,0.016532661326548244,0.003745592726732851,-0.005522448964354453,-0.005947143378189885,0.0051671068128799425,-0.0072840631751853084,-0.006201708712166252,0.00019492439697458858
"2-(2,4-dihydroxyphenyl)-3,5,7-trihydroxy-4H-chromen-4-one",-0.015311467209900839,0.030820122514669854,0.010410122227878987,-0.006799526098280304,0.0030928595158568844,0.03040797882808329,0.013894912842754409,-0.02153681631820185,0.03125875359598819,-0.020915272841654602
(-)-Caryophyllene oxide,-0.012488918701875625,0.012333658877840771,0.04524759381553098,0.008820228380893082,-0.00868936530859432,-0.013813913407283896,-0.03315846773698451,0.01920947471609194,0.006479977747907643,-0.009990010527858254
(2R)-2-(β-D-Glucopyranosyloxy)-2-phenylacetamide,0.027538348269825742,0.00828950383814773,-0.007290491573706989,0.018885190603821853,-0.012163175134416565,0.024895228540776016,-0.012968006694910774,0.0030662366027994705,0.0025830274899103973,-0.02818131260004312
6-Pentyl-2H-pyran-2-one,0.017261358657960777,-0.0029681787035991374,0.008077819829447677,-0.008972331922374328,0.007480907258780778,-0.01610929145327249,0.015639208677745826,-0.006553065695850891,-0.0017252592605201808,-0.004548715966932083
Cer-NS (d18:2/15:1),0.0067955967524449086,0.009584469553975461,0.005655538106211865,-0.005637270458801028,0.02332403556788165,-0.006505969233520216,-0.05423563893402469,-0.027283921703625237,-0.011366922279273623,-0.02096547986528458
4-[2-(4-chlorophenyl)diaz-1-enyl]-2-methyl-6-(piperidinomethyl)phenol,0.019285821080471506,0.0055299145442058014,-0.010307478263971171,0.022545530362266454,0.006990039246891322,0.008377224077645498,0.004338862023715084,-0.02124197267172527,0.015329558695105761,-0.008631236952124423
2-oxo-2H-chromene-3-carboxylic acid,0.01732304820251488,0.024797942100650602,0.013105431316974817,0.01610243965260534,-0.01111764322535414,0.004345383591791689,0.003044375418542219,-0.01920570893673521,0.0021375106308558667,-0.020459167084944815
L-Alanyl-L-proline,0.00882917473270879,0.00820560275416073,0.017397479553465506,0.030995942082599596,0.007045051278237864,-0.02006424218435817,-0.008622782454499062,-0.0002593314467149518,-0.029551132354797817,-0.008307990631958547
"2-(1,3-benzodioxol-5-yl)-5-(3-methoxybenzyl)-1,3,4-oxadiazole",0.03640738903172934,0.014293063920367527,-0.009504902011501306,0.005508546012403966,-0.0025095765586544074,0.008099840920044139,0.007954329982974837,0.005434063331821338,-0.008637165537704118,0.01482257749169647
Maltol,0.024700393138955567,0.004211185361019222,-0.010514845933626785,-0.007224964998872773,-0.006051716139560903,0.006601845429486174,-0.013771811772126758,-0.03360064131047237,0.019469313433609334,-0.005546933015693684
"5α-Pregnan-3,20-dione",-0.006584308179642094,-0.006586771503579126,-0.016418950891802817,-0.0009591776896044028,0.002130612335311158,-0.008868609901788393,0.011616799871194855,-0.003284380714736615,-0.006371202039369043,0.020660728110469345
3-Iodo-L-tyrosine,-0.0029878288975890214,0.027820456277008746,-0.02307984572902639,0.022487031510218147,0.010702507448142443,0.010869809890562613,0.02898283881828732,-0.017499660380608583,0.00804347108863079,-0.027290667962682667
"3-(3,4,5-trimethoxyphenyl)propanoic acid",-0.00146404874065661,0.008523534372479892,-0.001633821978139407,0.01087831642333763,0.007877965776886339,-0.010173487474083056,-0.018783090012831415,0.003943033812109121,0.010738304186083283,-0.018690708988323555
ANK,0.008615686754714379,0.022188811648059067,-0.008444642350863939,0.024287696609834188,-0.003224188152842368,0.003960135895450624,0.006782390802442333,-0.02178348249732403,0.027998467472709763,0.01229067956569232
Hydroxyhomosildenafil,0.003700063822288055,0.019367549630286824,-0.01807737737072403,0.01728916551440483,0.0032799640718862333,0.006014990310880757,0.016253794423836666,-0.016616298806591445,0.002099023942891926,-0.007696160781925253
PC (2:0/16:2),-0.0029777297888047365,-0.0024903208146332748,-0.013855800281636332,-0.020080943471483603,-0.02737314386567043,0.020369154909766363,0.0016444644181169668,-0.02991604706994234,-0.002193351737974256,0.019270070487528698
Miquelianin,0.0034965996654913443,0.016371470588838893,-0.014349185412138277,0.02395615634764007,0.025143183357936343,0.010312170807955042,0.02470945294605831,-0.013409183091090746,0.014029994680981128,0.008231289666446363
KMK,0.0023739388639133605,-0.0005235030436837094,-0.007983831164350804,0.02711090047814664,0.01909098174873926,0.0008673635753046065,-0.02515435444939041,0.00015492029442631082,-0.008291536937715659,0.00551473168054657
dodecanohydrazide,0.017154242632306645,-0.0037970850506432777,-0.0029563709498386164,0.01794753366700602,-0.010245100452814144,0.0012164871028364861,0.0018313185438739558,0.01978481268181242,0.006259171108410073,-0.006679843576860051
"4-(4-hydroxy-3,5-dimethylphenyl)-2-methylphthalazin-1(2H)-one",0.03697226800840088,-0.0008358186316545115,-0.005970765302572906,0.01363242959820807,-0.004688621082286225,-0.009823281446327738,0.010499338949641165,-0.004363528471248927,-0.0017352196714974055,-0.0012069897421988455
"3-[5-(benzylthio)-4-methyl-4H-1,2,4-triazol-3-yl]-5-oct-1-ynylpyridine",-0.010662154962996571,-0.001957024366171108,0.013057834782350071,-0.010996522586650988,-0.012744335249177804,-0.00991808554801545,0.0042296213679984054,0.023337440951326636,0.03527775969229164,-0.0015593850647046
VQH,0.02453007737619383,0.013470283786887782,0.00319648110558657,0.00662978303021569,-0.005061725654158853,-0.0034895518650491448,-0.004167026800011059,0.0012887617024832261,0.006591803024758239,0.002643085136263498
Maltopentaose,-0.0053653182146963605,0.02760511922457138,-0.02199132811257627,0.02338175848604091,0.01688099893887456,0.0032443308602451023,0.04113524014802576,-0.009700579631684412,-0.007941255646584384,-0.00998438675479919
Catharanthine,0.024438323012410307,-0.011732632160412156,-0.005706112643190852,0.029335232156923154,-0.0047239811978421805,-0.004795962375962621,-0.006264847871745506,-0.019030738904886258,0.02635105266908694,-0.004824052395367669
HNH,0.0334568976315246,0.014298090471510256,-0.02736718891718889,0.005606211315008912,-0.038477281939276874,-0.010620604107173966,-0.01658407151483738,0.012709259720312255,0.003942408377806304,-0.012798077260910045
Υ-L-Glutamyl-L-glutamic acid,0.00525191750946301,0.025431419135846733,-0.008257310409802807,6.114428192799066e-05,-0.002136657300633242,-0.032014542130261725,0.006599903627896986,0.0329425614763598,-0.00194816193464285,-0.002181912834184271
"7-phenyl-6a,7-dihydro-6H-benzo[b]chromeno[4,3-e][1,4]thiazepine",0.015205073430925429,0.018482584417108698,0.008806946918237833,0.022119910604417252,0.0005473971046269935,0.005822371313610845,-0.013747516092120115,-0.017477609001014232,-0.01311969887948408,-0.01692023911437426
ACar 15:1,0.001367382005579868,0.01122670559349082,-0.03640044658572299,0.00029690108301885516,0.00275521441181357,0.003136706950429671,-0.0034261772449996806,-0.031015898742528684,-0.005482053339281294,0.009799932118398856
PC (14:1e/4:0),-0.005115744940364475,0.03163486447061017,0.0025998785702398956,-0.04591363037343054,0.0020148565856660068,0.0365898920219824,0.008882151461810699,-0.009683880247043709,0.01989500450335133,0.022128808888446552
"8-(2,3-dihydroxy-3-methylbutyl)-7-methoxy-2H-chromen-2-one",0.024960365328658595,0.009784471848401614,-0.009201633601907398,-0.003412646937255807,-0.02721021413397726,-0.004182484709016525,-0.0045319972317116874,-0.0022548428864420413,0.002265666708788057,-0.002344480454444574
KNH,0.039709746245029584,0.011540830776495507,-0.02317259874523349,-0.01751628579302104,-0.04212627513419814,-0.005325708955884351,-0.002789633482750728,0.01918679619992533,0.003211522531859892,-0.01844305067110271
Ecgonine methyl ester,0.022739992123355368,0.0012491261743295201,0.026082918279288953,0.009655785570665357,-0.013797179267296334,-0.02750271911141979,0.0022141667747264835,0.006715913236868215,-0.0004934135723465193,0.0056421180153667025
Normeperidine,-0.006198350332529087,-0.0038826647834835546,0.02430131809563982,0.015449255036612779,-0.003887132876706723,-0.00477214028514171,-0.017135181482431823,-0.005961559602563188,-0.041513183020157114,0.01791500875529915
Fludrocortisone acetate,0.009985437967047464,0.0041605923675167265,0.014951207185049005,0.04297593518862635,-0.007756445073981716,-0.009898537222368902,0.015989765953734907,0.013329954719120197,-0.016678834468244714,0.016727014218750766
Oxytetracycline,0.00935115598453105,-0.0038498033088104865,0.007957214536821978,0.03253788262825381,0.014580079379353007,-0.0019723177179500648,-0.021026092252037155,-0.016792224701406188,-0.00431803489661826,-0.006513888974474171
"1,1-Dimethyl-2-oxopropyl N-[2-(2-pyridyl)ethyl]carbamate",0.0212580367889437,0.024982088631686883,-0.01203247216806477,-0.014458330659522426,0.030753168037271864,0.004631182281529018,0.032516935920328296,0.0019383165403136196,-0.01291866657932522,0.009454084358927538
Cer-NS (d16:1/16:1),0.006695327231872186,0.007206896865421745,0.00862867458744946,-0.0015656192397562804,0.020398222040477955,0.005971319117867404,0.0007570276286081929,-0.008660235743777828,-0.0009169086788365842,-0.03784862766139172
YQH,0.017953428388086345,0.004171765218733832,0.01674418041135167,0.0015782593185088216,-0.004882530146204112,0.012928485545377592,-0.004613064460714061,-0.005409649260450199,-0.028516309489083153,-0.007291138893996819
"(2E)-4-Hydroxy-3,7-dimethyl-2,6-octadien-1-yl beta-D-glucopyranoside",0.014110874845302414,0.005105310560246689,0.017414471711806465,0.01382720100357602,0.016922868946846734,0.011736835296126083,-0.015133637911173064,0.013904321129573719,0.005255355286857077,0.006684915090069537
α-Zearalanol,0.02842418613846412,0.0033217722995914365,0.0030095374672385804,0.012315423413638293,-0.0004140190894043205,0.016918508593819593,0.005725292758580646,0.012183805857689137,-0.010128998241723324,-0.008543047011195458
"7-hydroxy-5-methoxy-2-phenyl-3,4-dihydro-2H-1-benzopyran-4-one",0.005051344304510081,-0.0004205222201850469,0.013752554574898018,0.03269349307605847,0.00953749057343795,0.035067727421262365,-0.013833826292576746,0.04675819857109077,0.011025301099898157,0.014058715407859851
"(3β,5ξ,9ξ)-3,6,19-Trihydroxyurs-12-en-28-oic acid",0.015202671206471612,0.004095400598975706,-0.0051850796028289434,-0.000399831209883692,-0.009342923744973225,-0.0008382004263043355,-0.005021388416617356,0.0046813847261653685,-0.027911524460633674,0.005946599676069782
diethyl 2-{[2-(2-thienylcarbonyl)hydrazino]methylidene}malonate,0.004635922952924177,0.008223139048829651,0.011447065369842324,0.02740172079703853,0.011186434622506446,-0.001587253350055681,-0.028703423590865054,0.014254303835052122,-0.029724113258000357,-0.020230002304242482
(5E)-7-methylidene-10-oxo-4-(propan-2-yl)undec-5-enoic acid,0.024972006494534082,-0.00868640660092096,0.0331168750000538,0.014025082326345967,0.013349302836154965,0.007258134870071972,0.0014574133942978171,0.004822563898898352,0.02557810838068059,0.005298398926118457
"6-(7-methyloctyl)-1H,3H,4H,6H-furo[3,4-c]furan-1-one",0.024367496645173174,-0.01697774381824615,0.025376710902683383,-0.00933513564201021,-0.013709345833602941,-0.018342605008627392,-0.002851673781651995,-0.017010395069417795,-0.00306303720513744,0.0010844370339223146
"5-(1-azepanyl)-2,4(1H,3H)-pyrimidinedione",-0.010983306156787857,0.00677159212898327,0.017284293170173257,-0.007987340865410728,0.007449707084298876,-0.0033403845703385586,0.030690458986650345,0.006277444899106439,-0.0005282933757180351,-0.03775395529693803
α-Methyltryptamine,-0.02049858144365708,0.027742844323402748,0.031299214850240786,0.006111231157324567,-0.01883776569629615,0.03817861046657165,0.004607677546167448,0.029587665690828508,0.013417155348014789,-0.01756593651668259
LLK,-0.0022672639786555635,0.006995078128005336,0.04114511136706201,0.0007200834184375019,-0.06372178835227658,0.0029395919767426382,0.03315456927953524,0.000924736695382331,0.012277418687633058,0.016714007131964494
geranyl pp,0.006795628873558839,-0.0073131761619144135,-0.0011932189467852735,0.03511026188267671,-0.01720207831898573,0.004788169817747012,-0.01848909862109103,-0.026890959586694525,-0.0035104730753050314,-0.030443802178677405
"4-(tert-butyl)phenyl 3,5-dimethylisoxazole-4-carboxylate",-0.0001709030540952113,0.004176913054849911,-0.0016793502957140431,-0.022650767027515405,-0.04005011489156142,0.018414212748031497,0.01539621255913742,0.007671415715009582,-0.003089005678617118,0.010944665482877874
3-Hydroxylidocaine,0.021623561540235495,-0.0008963651767100951,0.008204550825835486,-0.008195403610905167,-0.019953281449423425,-0.012815779973224044,0.004116795785249423,-0.019853415224136462,-0.011500016194455214,-0.00034141341142978775
2-(1H-benzo[d]imidazol-2-yl)-3-(4-toluidino)acrylonitrile,0.011260052854982106,0.01550427324120236,0.006407653691136908,-0.0053132394823612655,-0.011046195085256037,-0.014007985971133898,-0.002118035414391229,0.0032444653463478378,0.005527943506565859,-0.02216390736778837
PPH,0.020779639674037308,0.0024141327067132325,0.005302929995927938,0.01683855072708375,0.013028933004733807,0.007061838794254942,-0.017445528233454313,-0.0028509050855384348,0.016523006824015262,-0.011858979651089943
RPH,-0.01606574225495389,0.011489251569008636,0.03664021326164468,0.025956114749872344,-0.04468637666612522,-0.011227373714444577,0.0005188459265851393,-0.001300404438742367,0.009384989114522901,-0.019970286988182567
NAT13-331713_POS,-0.0019263552940419423,-0.0163585463359458,0.00782699308458833,0.00975370702830042,-0.010269083210030179,-0.024733425555584294,-0.0031018272904389777,0.013973284471510498,-0.0033290248126928304,0.03542400561878408
"6-methyl-5-(2-methyl-1,3-thiazol-4-yl)-2-(phenylthio)nicotinonitrile",-0.002256866853487747,0.021344802827512943,-0.01249043949053958,0.027303434936376287,-0.008584801294702326,0.0042234069020130015,-0.014776835574219343,-0.011921965169014247,-0.02935128508814666,0.007813253518515969
Cer-NDS (d17:0/15:0),0.007218635686848897,0.014214233811771941,-0.0014999092461730496,-0.002500385693937743,-3.286336854573514e-05,-0.004132097896188492,-0.022321013197250182,-0.026448673552850053,-0.003918813810447185,-0.022705465863954877
5-Hydroxymebendazole,0.008767268825628295,0.005942409595791236,0.0030612205197534195,0.01339443697471385,-0.00016670840503765026,0.03989424644972194,-0.009152137632900063,-0.017549000623226466,-0.006450476155019814,0.01103927680544889
4-methyl-5-phenoxy-6-piperidino-2-(trifluoromethyl)pyrimidine,0.015454989063595726,0.016255374711688,0.0028008454548439743,0.011954221696242906,0.000789428311246502,-0.012716471636999706,-0.01902230360341556,-0.015233202185532257,0.0011989715590588102,-0.017389633399031972
Noroxymorphone,0.01842979525302868,-0.010244030308617572,0.02887677300676792,-0.005005986054946171,0.01791053731269,-0.005928399324626131,-0.0010716095517110513,0.012859761923205893,0.0016919088649958685,-0.03261819652000377
Coenzyme Q2,0.028612724802698032,0.007079083213396064,0.002603620826329882,-0.010826774710512263,-0.0018712182180003283,-0.01606452720887352,0.018611313780028952,0.001660797500210613,0.0013510431316203454,0.0194106879139233
Solanine,0.02556335687288861,-0.0005562535762322743,-0.010904015292395059,0.0029871560258319797,-0.024256345045279626,-0.01503234273184528,-0.012685247545731262,0.013890574065844638,-0.01620823331577098,0.0019746020460985683
16(R)-HETE,-0.005815514851988216,0.015921951088900887,0.017893955247720375,3.3766279328230917e-05,-0.011518801610183052,-0.03118859666132637,-0.03265396498145639,-0.005036405715119818,0.004807671937931046,-0.02878010886139219
Epinastine,0.022843535657944437,0.005061286718152069,0.009997752428800362,0.0030239650266684925,0.022984920852978503,-0.0015833642945126659,-0.0032733991795414726,0.0003552302476150367,0.007986069038848524,-0.019789879664084926
Methylimidazoleacetic acid,0.0149435484979173,0.006536027699111354,-0.0023385388941113924,0.027949097049478212,-0.02509217560720166,-0.011743737573109215,-0.0024325346064289232,0.0016192438091745761,-0.008059574196979447,-0.009841377007285186
4-(9H-fluoren-9-yl)pyridine,-0.0007648214597370848,0.03415788949340404,-0.009730911507466978,0.01996758706065458,-0.004764495149164427,-0.012933718458124882,0.007127377603402659,-0.01843419881500894,0.015854488562008714,-0.010278303675581722
YLK,5.8654254531551465e-06,0.0013053562897893465,0.02995151727073867,0.008238685840423948,-0.06929314422997106,-0.0018712317040437134,0.01785649698005981,0.0021131051722749995,0.009614002260932999,0.021615031496250842
7-Methylguanine,-0.014266204331447221,0.0017539638439706595,0.05445880829984359,0.00974327365533603,0.019648893446451137,-0.022799903997189407,0.03395601514092766,-0.0036216202851513542,-0.005573133457328606,0.0036848284653855897
L-5-Hydroxytryptophan,0.02634713036164756,0.0013352410744381568,0.017610108217908857,0.022773791403522464,0.022855717952815092,0.0045266768292805334,-0.005748717680627036,-0.013834465440730977,0.0002662189058864995,-0.005819922874785092
O1-morpholinocarbonyl-3-(trifluoromethyl)-1-benzenecarbohydroximamide,0.026171666882564455,0.002295375667938174,-0.009180705979615317,0.029825818845459352,0.0028088227583767706,0.0051186935964904375,0.011248611184471681,-0.023802095936028868,-0.0023394366129840414,-0.02322700817026817
Epitestosterone,0.021795372276601787,-0.005747262495091971,0.0037032122634234714,0.004190372857447063,0.016851286875043715,-0.012792605201028234,0.02932633043647766,0.014883990662532794,-0.0016926440336239028,-0.011859162639004822
Cannabigerolic acid,0.0009822718872787527,0.008606937875661731,0.01838325888602002,0.002143785923377409,-0.004585683891087628,0.013078640471896347,0.006540540671853958,0.0003759825306799675,0.02090128404940371,0.010710989207934934
PPK,-0.003013697701658356,-0.014409615699375324,0.027228685605134282,0.04876562755408432,0.0306448103706964,0.02207452304801108,0.03687772007615727,0.010849388101854133,0.012162202860127378,0.005691540895037005
indoline-2-carboxylic acid,0.004432098182261461,-0.013645091598556033,0.022113983778328038,0.002905036809746389,-0.001206125672092702,-0.03722745809628108,-0.011474279836658184,0.010379421060107193,-0.015345207175569694,0.010149330787579815
Fisetin,0.003281735943282501,0.015045572085545507,0.008108863602910656,-0.008080872706147657,0.025743437644498764,-0.01448461817088098,0.01410845520648361,-0.008514621756361244,0.012970961859398276,-0.03354218104713698
ACar 20:3,-0.017371111439795268,0.007964377463602132,0.024839975595981098,-0.021297755772944443,0.008658145029396925,-0.016427298932161192,-0.007621641147460139,-0.0418691020647085,-0.0014861072733382554,-0.012263306356340568
SMK,0.023807049248480445,0.019101682184661684,0.007633401293717689,0.013104693153583081,-0.014955232792547539,0.014229212150438994,8.258089534873288e-05,-0.029916694563570264,-0.007838888919157109,-0.03073126632132518
"2-(3,5-dimethyl-1H-pyrazol-4-yl)-5-methoxybenzoic acid",0.0214892258500152,0.005140485914496492,-0.006060218657903714,0.016142620688766554,-0.017606891790005328,0.016651360198668728,0.008931388876531526,0.015956046679709058,-0.012981936453439804,-0.03463522594406345
VMK,0.009077163869528365,0.006240497172511453,0.021746158573145696,-0.012493971406217929,-0.020741441925525825,-0.029848634129252368,-0.006781804062126485,0.022669334501933595,0.00517000793811946,-0.017766550985110062
Decanoylcarnitine,0.011641413279303231,-0.012835549674564552,-0.015802633262624714,0.016220115762739438,-0.0012397393358620965,-0.005152823954377978,-0.012458554342987994,0.028367502261840573,0.04225287833434961,0.024081885740930103
17α-Methyl-androstan-3-hydroxyimine-17β-ol,0.01901931468908755,-0.025499610720204263,-0.010183391548354202,0.0018486801644840224,0.009465001327028223,-0.005037873610010417,-0.01308822880891198,0.022762772137679924,-0.03746773629019539,0.008349764167290457
